Validity_date,City,Persist_value_minTemp,EC_minTemp_1,EC_minTemp_2,CO_minTemp_1,CO_minTemp_2,C3_minTemp_1,C3_minTemp_2,OH_minTemp_1,OH_minTemp_2
08/11/2016,Zefat,10,14,14,15,15,14,14,14,16
09/11/2016,Afula,8,16,17,16,16.67,16,16,16,17
09/11/2016,Ashdod,15,19,14,17.67,15.67,18,17,16,16
09/11/2016,Beer Sheva,10,14,14,15.67,14.33,19,15,14,14
09/11/2016,Bet Shean,13,15,15,16,16.33,17,17,16,17
09/11/2016,Elat,19,20,20,19.67,19.67,18,18,21,21
09/11/2016,En Gedi,20,22,22,22.33,21,20,20,25,21
09/11/2016,Haifa,15,19,15,18.67,17.33,19,18,18,19
09/11/2016,Jerusalem,15,15,15,15.67,15.67,15,15,17,17
09/11/2016,Lod,13,16,15,17,15.33,17,16,18,15
09/11/2016,Mizpe Ramon,11,13,16,14.67,16,15,15,16,17
09/11/2016,Nazareth,16,17,17,16.33,16.67,15,15,17,18
09/11/2016,Qazrin,13,17,15,17.33,17,17,17,18,19
09/11/2016,Tel Aviv,14,12,12,14.33,15,15,15,16,18
09/11/2016,Tiberias,16,18,18,18,17.33,19,16,17,18
09/11/2016,Zefat,13,15,16,16,16.67,16,16,17,18
10/11/2016,Afula,8,17,18,17.33,20,16,17,19,20
10/11/2016,Ashdod,16,22,18,20,21,19,20,19,20
10/11/2016,Beer Sheva,11,16,17,17,19,18,19,17,18
10/11/2016,Bet Shean,13,17,18,17.67,20,17,18,19,21
10/11/2016,Elat,19,21,21,21.33,23,19,20,24,24
10/11/2016,En Gedi,21,25,25,22.33,22,21,19,21,22
10/11/2016,Haifa,18,20,21,20.67,22,19,19,23,23
10/11/2016,Jerusalem,17,17,17,17.33,19,16,17,19,20
10/11/2016,Lod,12,19,19,18,21,17,18,18,20
10/11/2016,Mizpe Ramon,14,17,15,18,20,18,19,19,19
10/11/2016,Nazareth,18,18,19,18.33,19,17,17,20,21
10/11/2016,Qazrin,19,18,18,17.33,20,18,18,16,22
10/11/2016,Tel Aviv,15,18,17,18,20,17,18,19,20
10/11/2016,Tiberias,17,19,20,19.67,20,20,20,20,21
10/11/2016,Zefat,16,16,17,17.33,18,16,16,20,21
11/11/2016,Afula,12,14,14,19,18,17,17,17,18
11/11/2016,Ashdod,20,17,16,20,21,19,20,19,20
11/11/2016,Beer Sheva,13,15,15,17,18,17,17,17,17
11/11/2016,Bet Shean,14,15,15,21,20,18,18,20,21
11/11/2016,Elat,17,20,21,20,21,17,17,19,19
11/11/2016,En Gedi,19,23,24,24,23,21,21,22,22
11/11/2016,Haifa,21,19,18,20,19,20,19,19,18
11/11/2016,Jerusalem,20,16,17,16,17,14,15,17,16
11/11/2016,Lod,15,16,15,19,19,18,18,17,18
11/11/2016,Mizpe Ramon,18,12,12,15,16,14,14,17,17
11/11/2016,Nazareth,20,15,14,17,16,17,17,16,16
11/11/2016,Qazrin,20,15,14,17,17,15,15,16,16
11/11/2016,Tel Aviv,19,15,13,20,19,17,18,17,18
11/11/2016,Tiberias,21,17,17,19,18,18,17,16,16
11/11/2016,Zefat,17,14,14,17,17,15,15,16,16
12/11/2016,Afula,14,15,15,17,17,16,16,16,17
12/11/2016,Ashdod,18,18,18,19,19,20,19,18,18
12/11/2016,Beer Sheva,15,15,15,17,17,18,17,16,17
12/11/2016,Bet Shean,16,15,16,19,19,19,19,19,19
12/11/2016,Elat,22,19,19,19,19,18,17,19,20
12/11/2016,En Gedi,21,22,22,23,23,21,20,22,23
12/11/2016,Haifa,18,18,17,18,18,18,18,16,16
12/11/2016,Jerusalem,16,16,15,17,17,16,16,15,15
12/11/2016,Lod,17,15,15,17,18,17,17,15,16
12/11/2016,Mizpe Ramon,14,13,13,16,16,15,15,15,15
12/11/2016,Nazareth,17,14,14,16,16,16,16,15,15
12/11/2016,Qazrin,13,16,14,17,17,17,17,15,15
12/11/2016,Tel Aviv,17,16,16,17,18,17,16,15,16
12/11/2016,Tiberias,18,18,17,19,18,18,19,15,15
12/11/2016,Zefat,14,15,15,17,16,14,14,15,15
13/11/2016,Afula,11,15,15,19,19,17,17,17,18
13/11/2016,Ashdod,19,16,17,19,20,16,19,18,17
13/11/2016,Beer Sheva,14,14,14,16,16,17,17,16,16
13/11/2016,Bet Shean,18,16,15,21,21,18,19,21,20
13/11/2016,Elat,20,22,22,21,22,17,18,19,19
13/11/2016,En Gedi,23,23,24,22,22,21,21,21,22
13/11/2016,Haifa,16,19,18,19,19,17,17,20,20
13/11/2016,Jerusalem,17,17,16,18,19,17,17,18,19
13/11/2016,Lod,15,16,16,18,18,16,16,16,17
13/11/2016,Mizpe Ramon,14,13,13,18,17,17,18,18,19
13/11/2016,Nazareth,16,16,16,20,19,17,17,19,20
13/11/2016,Qazrin,13,18,18,20,21,19,19,16,17
13/11/2016,Tel Aviv,16,16,16,17,18,15,15,16,17
13/11/2016,Tiberias,17,20,19,20,20,19,21,19,20
13/11/2016,Zefat,14,16,18,18,18,17,18,19,20
14/11/2016,Afula,12,14,14,17,17,16,15,17,16
14/11/2016,Ashdod,19,16,16,21,20,20,19,20,19
14/11/2016,Beer Sheva,14,15,15,16,17,15,15,18,17
14/11/2016,Bet Shean,16,15,15,20,19,17,17,20,20
14/11/2016,Elat,20,20,20,19,20,15,15,19,19
14/11/2016,En Gedi,20,23,23,22,22,20,20,21,19
14/11/2016,Haifa,18,18,18,19,18,18,17,19,17
14/11/2016,Jerusalem,18,16,16,16,17,15,15,19,16
14/11/2016,Lod,16,15,15,19,17,17,16,17,16
14/11/2016,Mizpe Ramon,15,13,13,16,16,15,15,17,16
14/11/2016,Nazareth,19,14,14,17,16,16,16,18,18
14/11/2016,Qazrin,20,14,16,16,16,16,16,17,19
14/11/2016,Tel Aviv,17,14,15,21,19,17,16,17,16
14/11/2016,Tiberias,18,18,18,18,18,17,16,18,18
14/11/2016,Zefat,17,15,14,15,15,15,16,18,18
15/11/2016,Afula,13,16,15,18,18,17,17,17,18
15/11/2016,Ashdod,18,18,18,21,21,20,20,20,20
15/11/2016,Beer Sheva,16,15,14,16,16,16,15,16,17
15/11/2016,Bet Shean,16,17,17,21,21,18,18,21,21
15/11/2016,Elat,21,18,18,18,19,18,17,19,19
15/11/2016,En Gedi,21,22,22,19,21,20,20,19,20
15/11/2016,Haifa,18,19,19,20,20,19,18,20,18
15/11/2016,Jerusalem,16,16,15,17,17,14,15,18,17
15/11/2016,Lod,16,15,15,17,17,18,16,16,16
15/11/2016,Mizpe Ramon,12,13,13,14,14,12,13,16,16
15/11/2016,Nazareth,16,14,15,18,17,18,17,18,19
15/11/2016,Qazrin,13,17,16,17,17,16,16,17,18
15/11/2016,Tel Aviv,17,16,16,18,18,18,16,16,16
15/11/2016,Tiberias,18,19,19,19,19,18,18,18,19
15/11/2016,Zefat,16,15,15,17,17,16,15,18,19
16/11/2016,Afula,14,17,16,17,20,16,18,17,17
16/11/2016,Ashdod,18,18,18,21,21,18,20,20,18
16/11/2016,Beer Sheva,14,15,16,17,18,16,16,16,17
16/11/2016,Bet Shean,16,17,17,20,20,19,20,20,19
16/11/2016,Elat,19,18,18,18,19,17,17,18,18
16/11/2016,En Gedi,21,21,20,22,19,21,21,16,16
16/11/2016,Haifa,18,19,19,19,20,18,19,20,17
16/11/2016,Jerusalem,16,15,15,16,15,13,14,15,15
16/11/2016,Lod,15,16,17,18,19,18,19,17,16
16/11/2016,Mizpe Ramon,12,13,13,14,14,13,13,14,14
16/11/2016,Nazareth,17,16,16,17,16,16,17,16,15
16/11/2016,Qazrin,15,16,15,16,16,14,15,15,13
16/11/2016,Tel Aviv,16,19,18,19,20,17,18,17,16
16/11/2016,Tiberias,18,17,18,18,18,17,18,16,15
16/11/2016,Zefat,17,15,14,16,16,13,13,16,15
17/11/2016,Afula,15,14,15,16,16,13,14,15,15
17/11/2016,Ashdod,19,17,18,20,20,17,18,17,17
17/11/2016,Beer Sheva,14,14,14,17,16,14,14,15,15
17/11/2016,Bet Shean,17,13,14,18,18,15,16,19,19
17/11/2016,Elat,19,16,17,16,16,14,16,16,16
17/11/2016,En Gedi,23,19,19,17,20,18,19,14,14
17/11/2016,Haifa,18,18,17,18,18,17,17,18,16
17/11/2016,Jerusalem,14,13,13,14,13,11,12,13,13
17/11/2016,Lod,18,14,15,18,18,15,16,16,16
17/11/2016,Mizpe Ramon,13,10,11,12,12,11,11,13,13
17/11/2016,Nazareth,16,14,13,15,14,14,14,14,15
17/11/2016,Qazrin,15,14,12,14,14,11,11,13,14
17/11/2016,Tel Aviv,18,15,18,19,19,15,16,16,16
17/11/2016,Tiberias,19,15,16,18,16,15,14,14,15
17/11/2016,Zefat,12,12,12,14,14,12,11,14,15
18/11/2016,Afula,11,12,11,15,15,13.67,13.33,14,14
18/11/2016,Ashdod,19,15,15,17,16,15.33,15.33,14,15
18/11/2016,Beer Sheva,14,12,12,13,13,12.33,12.33,12,12
18/11/2016,Bet Shean,13,12,13,17,16,14.67,15,15,16
18/11/2016,Elat,17,15,16,17,16,16,16,16,16
18/11/2016,En Gedi,21,19,19,20,19,19.33,17.33,19,14
18/11/2016,Haifa,16,15,15,16,15,15.67,14.33,16,13
18/11/2016,Jerusalem,12,12,11,13,12,12,11.33,11,11
18/11/2016,Lod,17,12,12,16,16,13.33,13.67,12,13
18/11/2016,Mizpe Ramon,11,9,9,12,12,11,11,12,12
18/11/2016,Nazareth,14,12,11,15,13,13,12,12,12
18/11/2016,Qazrin,11,12,11,14,13,12,11.33,10,10
18/11/2016,Tel Aviv,18,12,14,16,15,13.33,14,12,13
18/11/2016,Tiberias,16,15,14,16,15,14.33,13.67,12,12
18/11/2016,Zefat,9,11,10,13,13,12,11.67,12,12
19/11/2016,Afula,8,16,16,17,17,17,17,16,17
19/11/2016,Ashdod,16,19,15,17,18,18,19,18,16
19/11/2016,Beer Sheva,10,14,14,15,15,16,18,16,16
19/11/2016,Bet Shean,14,13,16,18,18,17,16,19,20
19/11/2016,Elat,18,19,20,19,18,18,20,18,18
19/11/2016,En Gedi,21,22,22,23,23,20,21,22,22
19/11/2016,Haifa,13,19,19,19,19,17,16,20,18
19/11/2016,Jerusalem,12,14,15,17,16,14,14,17,17
19/11/2016,Lod,13,17,18,19,19,17,17,20,20
19/11/2016,Mizpe Ramon,11,12,13,15,15,15,15,16,16
19/11/2016,Nazareth,12,16,17,18,18,18,18,16,17
19/11/2016,Qazrin,10,17,14,16,16,15,15,16,14
19/11/2016,Tel Aviv,15,17,17,18,18,16,16,20,21
19/11/2016,Tiberias,14,19,19,20,19,18,18,16,16
19/11/2016,Zefat,9,16,15,16,17,13,13,16,16
20/11/2016,Afula,16,17,16,18,18,18,19,18,18
20/11/2016,Ashdod,18,20,16,19,20,18,21,21,22
20/11/2016,Beer Sheva,13,17,18,18,18,20,20,19,20
20/11/2016,Bet Shean,17,12,15,19,19,19,19,20,21
20/11/2016,Elat,20,20,21,21,22,22,22,22,19
20/11/2016,En Gedi,23,22,22,23,24,21,22,23,23
20/11/2016,Haifa,18,19,19,19,19,19,19,21,19
20/11/2016,Jerusalem,14,14,14,16,16,15,16,17,18
20/11/2016,Lod,15,20,20,21,21,21,22,21,22
20/11/2016,Mizpe Ramon,14,12,13,15,15,15,16,17,17
20/11/2016,Nazareth,17,19,17,18,18,19,20,17,19
20/11/2016,Qazrin,15,15,15,17,17,17,17,14,14
20/11/2016,Tel Aviv,16,15,16,20,21,20,20,21,22
20/11/2016,Tiberias,22,19,19,20,21,20,20,17,17
20/11/2016,Zefat,12,15,15,17,17,15,14,17,17
21/11/2016,Afula,18,16,16,17,16,17,18,18,18
21/11/2016,Ashdod,21,22,22,22,22,20,22,22,23
21/11/2016,Beer Sheva,18,19,19,20,19,20,20,20,21
21/11/2016,Bet Shean,18,15,16,18,17,17,18,21,21
21/11/2016,Elat,21,21,20,23,22,22,22,19,20
21/11/2016,En Gedi,24,22,22,25,24,22,22,24,25
21/11/2016,Haifa,19,19,19,18,18,17,18,20,18
21/11/2016,Jerusalem,15,14,15,16,16,14,14,17,17
21/11/2016,Lod,18,20,20,22,21,21,21,22,22
21/11/2016,Mizpe Ramon,14,13,12,17,18,16,16,17,18
21/11/2016,Nazareth,18,18,16,17,17,18,19,17,18
21/11/2016,Qazrin,16,14,14,15,15,15,15,14,14
21/11/2016,Tel Aviv,21,16,20,21,22,20,20,22,22
21/11/2016,Tiberias,22,18,18,19,19,18,21,17,17
21/11/2016,Zefat,13,14,14,16,16,13,13,17,16
22/11/2016,Afula,18,15,14,15,15,15,15,17,16
22/11/2016,Ashdod,21,21,21,20,20,16,21,21,22
22/11/2016,Beer Sheva,18,17,17,18,18,19,17.67,19,18
22/11/2016,Bet Shean,17,14,14,16,16,15,16.33,19,19
22/11/2016,Elat,20,19,20,22,20,20,20,20,20
22/11/2016,En Gedi,24,21,21,22,22,19,22,23,23
22/11/2016,Haifa,18,17,17,17,17,16,17,19,17
22/11/2016,Jerusalem,14,12,12,14,14,12,13.67,15,15
22/11/2016,Lod,20,18,18,20,20,19,19.33,20,20
22/11/2016,Mizpe Ramon,16,11,11,16,15,13,14,16,16
22/11/2016,Nazareth,16,17,15,16,16,16,16,15,17
22/11/2016,Qazrin,15,12,13,14,14,13,13.33,15,13
22/11/2016,Tel Aviv,16,18,18,19,20,18,19.33,20,20
22/11/2016,Tiberias,20,17,17,18,18,16,17,15,16
22/11/2016,Zefat,12,13,13,15,15,12,14.33,15,15
23/11/2016,Afula,16,14,13,14,14,16,15,16,16
23/11/2016,Ashdod,19,19,18,20,21,20,18,21,21
23/11/2016,Beer Sheva,17,16,14,17,18,17,16,18,16
23/11/2016,Bet Shean,14,17,15,18,17,17,16,16,19
23/11/2016,Elat,19,18,19,21,22,21,21,20,19
23/11/2016,En Gedi,22,20,16,22,22,19,18,22,22
23/11/2016,Haifa,16,16,15,16,15,16,15,17,15
23/11/2016,Jerusalem,12,12,10,12,13,11,8,14,14
23/11/2016,Lod,18,16,14,18,18,17,16,19,19
23/11/2016,Mizpe Ramon,15,11,10,15,16,15,13,15,15
23/11/2016,Nazareth,15,16,13,15,14,15,15,14,14
23/11/2016,Qazrin,13,12,11,12,12,13,12,13,12
23/11/2016,Tel Aviv,19,18,16,19,19,18,16,19,19
23/11/2016,Tiberias,19,16,16,17,17,19,18,14,14
23/11/2016,Zefat,10,12,11,13,13,11,10,13,12
24/11/2016,Afula,16,10,11,10,10,12,11,13,13
24/11/2016,Ashdod,20,16,17,15,15,15,16,18,18
24/11/2016,Beer Sheva,17,12,12,12,12,13,12,15,15
24/11/2016,Bet Shean,15,9,10,11,11,11,11,13,13
24/11/2016,Elat,20,14,14,16,16,16,16,17,17
24/11/2016,En Gedi,23,16,16,17,17,17,15,20,20
24/11/2016,Haifa,14,13,13,12,12,12,12,15,13
24/11/2016,Jerusalem,11,7,7,8,8,8,7,11,11
24/11/2016,Lod,20,13,14,14,14,14,14,16,16
24/11/2016,Mizpe Ramon,14,6,7,10,10,9,8,12,12
24/11/2016,Nazareth,13,11,11,12,11,12,12,12,12
24/11/2016,Qazrin,12,9,9,10,10,10,9,11,11
24/11/2016,Tel Aviv,19,13,14,14,14,13,13,16,16
24/11/2016,Tiberias,18,10,13,14,15,16,15,12,12
24/11/2016,Zefat,8,9,9,10,10,8,7,11,11
25/11/2016,Afula,13,9,9,9,9,9,9,11,11
25/11/2016,Ashdod,17,14,14,13,14,13,13,17,16
25/11/2016,Beer Sheva,13,10,10,11,10,9,9,13,13
25/11/2016,Bet Shean,12,6,6,10,10,7,7,11,11
25/11/2016,Elat,17,11,12,16,13,13,12,15,15
25/11/2016,En Gedi,19,14,14,15,15,13,12,17,18
25/11/2016,Haifa,12,12,11,11,10,8,9,14,12
25/11/2016,Jerusalem,8,3,4,6,6,4,4,9,8
25/11/2016,Lod,16,11,11,11,12,10,11,15,13
25/11/2016,Mizpe Ramon,10,3,4,7,7,6,6,10,10
25/11/2016,Nazareth,11,10,9,8,9,5,5,10,10
25/11/2016,Qazrin,10,6,6,8,8,9,9,10,10
25/11/2016,Tel Aviv,15,9,11,11,12,9,10,16,13
25/11/2016,Tiberias,16,10,10,11,11,11,11,10,10
25/11/2016,Zefat,7,6,7,8,8,7,8,10,10
26/11/2016,Afula,8,7,7,9,9,8,8,9,9
26/11/2016,Ashdod,14,13,13,13,13,11,11,15,12
26/11/2016,Beer Sheva,9,7,7,12,10,10,10,11,11
26/11/2016,Bet Shean,6,5,5,9,9,7,7,9,9
26/11/2016,Elat,17,11,12,13,12,11,11,13,12
26/11/2016,En Gedi,17,13,13,15,15,10,10,14,14
26/11/2016,Haifa,10,11,10,11,11,9,9,11,11
26/11/2016,Jerusalem,6,3,3,7,7,4,4,8,8
26/11/2016,Lod,12,11,10,11,11,10,9,10,10
26/11/2016,Mizpe Ramon,7,4,3,7,6,5,5,9,8
26/11/2016,Nazareth,7,10,8,9,10,5,5,8,9
26/11/2016,Qazrin,6,5,5,9,8,8,7,9,10
26/11/2016,Tel Aviv,12,9,9,11,10,7,8,15,10
26/11/2016,Tiberias,10,10,10,10,10,11,10,8,9
26/11/2016,Zefat,5,6,6,8,8,6,6,9,10
27/11/2016,Afula,6,8,7,10,10,8,8,9,9
27/11/2016,Ashdod,12,12,13,14,14,12,12,12,11
27/11/2016,Beer Sheva,7,9,10,11,10,10,11,10,11
27/11/2016,Bet Shean,7,5,5,10,10,7,7,9,9
27/11/2016,Elat,13,12,12,14,12,9,9,16,11
27/11/2016,En Gedi,15,14,15,16,16,12,12,15,14
27/11/2016,Haifa,10,9,9,11,12,10,10,11,11
27/11/2016,Jerusalem,7,4,6,8,8,7,6,9,8
27/11/2016,Lod,4,11,11,12,11,8,9,11,8
27/11/2016,Mizpe Ramon,7,5,5,7,8,7,6,9,9
27/11/2016,Nazareth,7,8,8,10,10,6,6,7,8
27/11/2016,Qazrin,9,8,8,9,9,8,8,10,10
27/11/2016,Tel Aviv,11,9,8,11,11,8,8,11,8
27/11/2016,Tiberias,10,9,9,10,10,12,12,7,8
27/11/2016,Zefat,6,6,6,8,8,7,7,10,10
28/11/2016,Afula,5,11,9,12,12,9,10.67,11,11
28/11/2016,Ashdod,11,16,17,16,15,13,15.67,17,15
28/11/2016,Beer Sheva,8,14,13,14,13,12,13,13,13
28/11/2016,Bet Shean,8,7,7,12,12,8,10,11,11
28/11/2016,Elat,13,15,15,16,15,11,14.67,16,14
28/11/2016,En Gedi,17,17,17,19,19,13,18.33,16,19
28/11/2016,Haifa,12,13,12,13,14,10,13,13,13
28/11/2016,Jerusalem,9,8,8,11,11,7,9.67,10,10
28/11/2016,Lod,6,15,15,15,15,11,14.67,14,14
28/11/2016,Mizpe Ramon,6,8,8,11,11,8,9.67,9,10
28/11/2016,Nazareth,9,12,11,11,12,10,11,9,10
28/11/2016,Qazrin,10,12,10,11,11,10,10.67,11,11
28/11/2016,Tel Aviv,14,12,12,13,13,8,14,14,17
28/11/2016,Tiberias,11,12,12,12,12,14,11.33,9,10
28/11/2016,Zefat,7,8,8,10,11,8,10,9,11
29/11/2016,Afula,11,12,12,14,15,13,12,13,13
29/11/2016,Ashdod,14,18,18,16,17,17,17,17,17
29/11/2016,Beer Sheva,12,14,14,16,15,16,16,15,15
29/11/2016,Bet Shean,7,11,11,14,15,14,13,13,13
29/11/2016,Elat,13,16,16,19,18,15,16,15,16
29/11/2016,En Gedi,19,18,18,20,21,18,17,20,20
29/11/2016,Haifa,13,15,14,15,15,13,13,15,15
29/11/2016,Jerusalem,10,10,10,12,13,11,11,12,12
29/11/2016,Lod,11,16,16,18,17,15,15,16,17
29/11/2016,Mizpe Ramon,10,9,9,13,14,12,12,13,13
29/11/2016,Nazareth,11,14,13,13,14,14,14,13,13
29/11/2016,Qazrin,12,15,12,13,13,13,13,13,13
29/11/2016,Tel Aviv,16,15,15,16,16,14,13,16,19
29/11/2016,Tiberias,14,16,16,15,15,19,16,13,13
29/11/2016,Zefat,8,12,11,12,13,10,10,13,13
30/11/2016,Afula,10,13,13,17,16,16,15,15,16
30/11/2016,Ashdod,16,18,18,19,19,19,19,18,19
30/11/2016,Beer Sheva,13,14,14,17,17,15,17,13,16
30/11/2016,Bet Shean,10,12,13,16,17,16,15,15,16
30/11/2016,Elat,16,17,17,18,18,17,17,16,17
30/11/2016,En Gedi,21,19,20,20,20,18,18,21,21
30/11/2016,Haifa,15,15,14,18,18,16,16,16,17
30/11/2016,Jerusalem,12,12,12,15,15,14,14,15,14
30/11/2016,Lod,14,16,17,18,18,18,18,16,17
30/11/2016,Mizpe Ramon,12,13,13,16,16,14,16,15,15
30/11/2016,Nazareth,14,14,14,16,16,14,14,14,14
30/11/2016,Qazrin,14,14,12,15,15,15,14,15,15
30/11/2016,Tel Aviv,17,15,16,17,18,17,17,16,19
30/11/2016,Tiberias,19,15,15,17,17,19,17,14,14
30/11/2016,Zefat,10,11,11,14,14,12,11,14,15
01/12/2016,Afula,14,13,13,15,14,15,14,14,14
01/12/2016,Ashdod,17,16,17,17,16,17,15,16,16
01/12/2016,Beer Sheva,13,12,12,14,13,13,13,14,13
01/12/2016,Bet Shean,13,13,13,16,16,14,16,14,14
01/12/2016,Elat,13,14,15,16,17,17,17,16,18
01/12/2016,En Gedi,16,18,18,20,19,17,17,20,21
01/12/2016,Haifa,15,13,14,17,13,15,15,12,12
01/12/2016,Jerusalem,13,10,10,12,12,11,11,12,12
01/12/2016,Lod,15,13,13,16,15,15,15,14,15
01/12/2016,Mizpe Ramon,14,9,9,12,11,10,10,12,12
01/12/2016,Nazareth,14,13,11,13,13,13,14,13,12
01/12/2016,Qazrin,13,13,11,11,11,12,12,12,12
01/12/2016,Tel Aviv,16,14,14,16,16,15,15,14,14
01/12/2016,Tiberias,17,14,14,15,14,15,14,16,16
01/12/2016,Zefat,11,10,10,12,11,9,9,13,12
02/12/2016,Afula,10,12,11,13,12,13,13,12,12
02/12/2016,Ashdod,17,14,14,15,14,17,16,15,15
02/12/2016,Beer Sheva,13,10,10,12,11,11,10,11,10
02/12/2016,Bet Shean,12,12,12,15,14,14,14,12,12
02/12/2016,Elat,19,12,11,13,13,14,13,13,13
02/12/2016,En Gedi,20,16,16,17,17,16,16,17,17
02/12/2016,Haifa,12,13,12,15,14,14,15,12,10
02/12/2016,Jerusalem,12,9,7,9,9,8,8,8,8
02/12/2016,Lod,16,10,11,11,12,12,12,13,13
02/12/2016,Mizpe Ramon,11,6,6,9,7,8,8,8,8
02/12/2016,Nazareth,11,12,10,13,12,13,13,11,11
02/12/2016,Qazrin,11,10,10,9,9,10,10,10,10
02/12/2016,Tel Aviv,16,12,12,14,15,14,16,13,12
02/12/2016,Tiberias,14,12,12,14,15,15,13,15,15
02/12/2016,Zefat,8,9,9,10,11,8,8,11,11
03/12/2016,Afula,11,10,11,13,12,11.67,12,12,12
03/12/2016,Ashdod,14,15,15,14,13,14.33,14,14,15
03/12/2016,Beer Sheva,10,11,11,13,12,11.67,12,11,10
03/12/2016,Bet Shean,11,12,12,13,14,12.33,13,12,12
03/12/2016,Elat,13,12,12,12,12,11.67,12,11,11
03/12/2016,En Gedi,18,17,17,18,18,17.67,17,18,17
03/12/2016,Haifa,12,11,12,15,14,12.67,12,12,11
03/12/2016,Jerusalem,7,10,8,10,10,9.67,9,9,9
03/12/2016,Lod,11,11,11,13,13,12,12,12,12
03/12/2016,Mizpe Ramon,6,4,5,9,8,7.33,7,9,8
03/12/2016,Nazareth,8,10,10,11,10,10.67,9,11,11
03/12/2016,Qazrin,9,11,11,10,10,10.33,9,10,10
03/12/2016,Tel Aviv,12,12,11,13,13,12.33,11,12,13
03/12/2016,Tiberias,13,11,12,12,14,12.33,13,14,15
03/12/2016,Zefat,6,9,9,10,10,10,8,11,11
04/12/2016,Afula,10,9,9,13,13,11.33,11,12,11
04/12/2016,Ashdod,14,15,15,13,14,13.67,14,13,13
04/12/2016,Beer Sheva,10,10,10,12,12,10.67,10.67,10,10
04/12/2016,Bet Shean,11,9,10,13,13,11.33,12,12,13
04/12/2016,Elat,11,13,13,14,14,13,13,12,12
04/12/2016,En Gedi,18,17,17,19,19,18.33,18.33,19,19
04/12/2016,Haifa,13,11,12,14,14,12.33,12.67,12,12
04/12/2016,Jerusalem,8,10,9,11,11,10.33,10,10,10
04/12/2016,Lod,13,11,11,13,13,11.67,11.67,11,11
04/12/2016,Mizpe Ramon,8,7,6,10,10,9,8.67,10,10
04/12/2016,Nazareth,10,11,11,12,12,11,11,10,10
04/12/2016,Qazrin,10,11,11,12,12,11.33,11.33,11,11
04/12/2016,Tel Aviv,13,11,11,13,13,11.67,12.33,11,13
04/12/2016,Tiberias,13,12,12,14,14,12.67,13.67,12,15
04/12/2016,Zefat,6,9,10,11,11,10,10.67,10,11
05/12/2016,Afula,7,10,11,14,14,11.67,12.33,11,12
05/12/2016,Ashdod,13,14,15,14,14,13.33,14,12,13
05/12/2016,Beer Sheva,8,9,9,12,12,10,10.33,9,10
05/12/2016,Bet Shean,9,10,10,14,15,12.33,13,13,14
05/12/2016,Elat,13,14,14,13,14,13.33,13.67,13,13
05/12/2016,En Gedi,19,17,17,19,19,18.33,18.33,19,19
05/12/2016,Haifa,12,13,13,15,15,13.67,14,13,14
05/12/2016,Jerusalem,9,10,10,11,12,10.33,10.67,10,10
05/12/2016,Lod,10,10,10,14,14,11.67,11.67,11,11
05/12/2016,Mizpe Ramon,7,9,10,10,10,9.67,10,10,10
05/12/2016,Nazareth,11,12,12,13,13,12,12.33,11,12
05/12/2016,Qazrin,10,12,12,13,13,12.33,12.67,12,13
05/12/2016,Tel Aviv,13,10,10,13,13,11.33,12,11,13
05/12/2016,Tiberias,12,13,13,14,16,14,15,15,16
05/12/2016,Zefat,8,10,10,11,12,10.67,11.67,11,13
06/12/2016,Afula,9,10,10,13,13,10,10,12,12
06/12/2016,Ashdod,11,15,15,14,14,15,12,13,13
06/12/2016,Beer Sheva,6,9,10,11,11,12,12,10,10
06/12/2016,Bet Shean,11,10,10,14,13,13,12,14,14
06/12/2016,Elat,13,14,14,13,14,11,12,13,12
06/12/2016,En Gedi,18,17,18,17,18,15,14,19,19
06/12/2016,Haifa,14,12,10,14,14,13,12,12,12
06/12/2016,Jerusalem,10,9,8,10,10,10,9,10,10
06/12/2016,Lod,9,11,11,13,13,14,11,12,12
06/12/2016,Mizpe Ramon,7,7,7,10,10,10,8,10,10
06/12/2016,Nazareth,12,10,9,12,12,10,10,11,11
06/12/2016,Qazrin,12,9,9,12,11,10,9,10,10
06/12/2016,Tel Aviv,11,11,10,13,13,13,11,12,12
06/12/2016,Tiberias,14,10,11,14,15,12,11,11,15
06/12/2016,Zefat,9,8,8,11,11,9,8,11,10
07/12/2016,Afula,7,9,10,12,12,9,10,12,12
07/12/2016,Ashdod,13,12,14,14,14,7,12,13,13
07/12/2016,Beer Sheva,7,9,9,12,11,11,12,10,10
07/12/2016,Bet Shean,10,9,10,13,13,12,13,14,12
07/12/2016,Elat,13,14,14,14,14,13,14,13,13
07/12/2016,En Gedi,16,17,17,18,18,15,17,19,19
07/12/2016,Haifa,12,12,11,13,13,12,13,13,13
07/12/2016,Jerusalem,10,10,10,11,11,9,10,10,10
07/12/2016,Lod,10,10,9,14,13,9,11,11,12
07/12/2016,Mizpe Ramon,8,6,7,10,9,9,8,10,10
07/12/2016,Nazareth,11,9,9,11,10,8,9,11,11
07/12/2016,Qazrin,9,9,9,11,10,8,10,11,11
07/12/2016,Tel Aviv,11,10,10,13,13,10,11,11,12
07/12/2016,Tiberias,13,10,11,13,14,13,12,11,11
07/12/2016,Zefat,8,8,9,9,9,9,8,11,11
08/12/2016,Afula,9,10,9,12,12,10,9,11,12
08/12/2016,Ashdod,14,15,15,14,14,12,13,13,14
