Validity_date,City,Persist_value_maxTemp,EC_maxTemp_1,EC_maxTemp_2,CO_maxTemp_1,CO_maxTemp_2,C3_maxTemp_1,C3_maxTemp_2,OH_maxTemp_1,OH_maxTemp_2
29/11/2016,En Gedi,27,21,21,23,22,22,20,24,23
29/11/2016,Haifa,22,22,20,20,21,21,20,22,20
29/11/2016,Jerusalem,19,17,16,17,16,18,16,18,18
29/11/2016,Lod,26,24,24,20,21,23,23,25,24
29/11/2016,Mizpe Ramon,19,19,19,20,18,19,17,19,19
29/11/2016,Nazareth,20,20,19,19,19,20,19,19,18
29/11/2016,Qazrin,21,22,21,19,19,19,18,19,18
29/11/2016,Tel Aviv,26,24,24,20,21,22,21,22,22
29/11/2016,Tiberias,26,23,21,21,21,23,19,19,18
29/11/2016,Zefat,16,19,18,17,17,15,15,19,18
30/11/2016,Afula,22,20,17,18,19,20,20,19,19
30/11/2016,Ashdod,23,22,21,21,20,20,20,23,24
30/11/2016,Beer Sheva,25,22,19,19,19,22,19,21,24
30/11/2016,Bet Shean,23,23,18,18,19,20,18,19,24
30/11/2016,Elat,23,23,23,24,23,24,23,25,25
30/11/2016,En Gedi,25,24,21,23,23,22,19,24,27
30/11/2016,Haifa,21,20,18,19,21,18,20,19,20
30/11/2016,Jerusalem,16,18,18,15,16,19,16,17,20
30/11/2016,Lod,25,23,20,21,20,22,20,22,23
30/11/2016,Mizpe Ramon,18,21,20,19,19,21,20,20,19
30/11/2016,Nazareth,19,18,16,17,17,17,17,14,15
30/11/2016,Qazrin,20,19,17,16,16,16,17,15,16
30/11/2016,Tel Aviv,23,22,19,20,19,20,19,21,22
30/11/2016,Tiberias,24,20,18,17,17,20,18,14,15
30/11/2016,Zefat,15,17,14,14,14,13,13,15,16
01/12/2016,Afula,23,16,16,18,18,20,20,20,19
01/12/2016,Ashdod,23,18,21,20,20,19,19,17,16
01/12/2016,Beer Sheva,24,18,19,19,18,18,19,18,18
01/12/2016,Bet Shean,22,20,20,22,22,22,22,20,19
01/12/2016,Elat,27,22,21,23,24,25,23,23,24
01/12/2016,En Gedi,26,24,24,24,24,23,24,25,23
01/12/2016,Haifa,22,16,16,17,17,17,18,16,16
01/12/2016,Jerusalem,19,14,18,15,15,14,15,15,14
01/12/2016,Lod,24,17,19,17,17,20,20,16,15
01/12/2016,Mizpe Ramon,21,16,17,17,17,16,15,17,15
01/12/2016,Nazareth,18,14,15,15,15,15,16,12,12
01/12/2016,Qazrin,18,15,16,16,17,13,14,13,13
01/12/2016,Tel Aviv,19,17,19,19,17,19,20,17,18
01/12/2016,Tiberias,22,17,19,18,19,17,16,14,13
01/12/2016,Zefat,14,13,14,14,13,10,12,13,13
02/12/2016,Afula,22,16,15,18,17,17.33,18,18,19
02/12/2016,Ashdod,20,15,16,18,16,16,18,15,16
02/12/2016,Beer Sheva,22,15,15,16,17,15.33,17,15,14
02/12/2016,Bet Shean,23,16,15,16,17,16.67,20,18,19
02/12/2016,Elat,28,19,19,20,20,19,19,18,19
02/12/2016,En Gedi,29,21,22,22,22,21,22,20,19
02/12/2016,Haifa,17,17,17,18,18,17,16,16,17
02/12/2016,Jerusalem,16,13,13,12,11,12,11,11,11
02/12/2016,Lod,21,15,14,14,15,14.67,14,15,15
02/12/2016,Mizpe Ramon,18,14,13,14,14,14,13,14,13
02/12/2016,Nazareth,15,14,14,15,14,14,16,13,13
02/12/2016,Qazrin,17,13,13,11,11,12.33,13,13,13
02/12/2016,Tel Aviv,20,16,15,17,16,17,17,18,18
02/12/2016,Tiberias,19,16,15,18,17,16,16,14,14
02/12/2016,Zefat,10,12,13,14,13,13,10,13,13
03/12/2016,Afula,19,17,18,19,21,19.33,20,22,21
03/12/2016,Ashdod,19,19,18,19,19,18.67,18.67,18,19
03/12/2016,Beer Sheva,17,19,18,18,19,18.33,18.33,18,18
03/12/2016,Bet Shean,15,19,19,21,21,20,20,20,20
03/12/2016,Elat,22,21,21,21,21,21,21,21,21
03/12/2016,En Gedi,25,21,20,21,22,21.33,21,22,21
03/12/2016,Haifa,16,17,18,19,20,18,18.67,18,18
03/12/2016,Jerusalem,10,14,14,16,16,15.33,15.33,16,16
03/12/2016,Lod,17,17,18,17,19,17.33,18.67,18,19
03/12/2016,Mizpe Ramon,14,15,15,16,16,15.67,15.33,16,15
03/12/2016,Nazareth,15,14,16,18,18,16,16.67,16,16
03/12/2016,Qazrin,13,15,17,17,17,16,16.67,16,16
03/12/2016,Tel Aviv,15,18,19,18,19,18,19,18,19
03/12/2016,Tiberias,19,16,18,18,19,17.33,18,18,17
03/12/2016,Zefat,10,12,15,15,15,14.33,15.33,16,16
04/12/2016,Afula,15,20,20,21,21,21,21,22,22
04/12/2016,Ashdod,20,21,21,19,19,20,20,20,20
04/12/2016,Beer Sheva,22,20,20,20,20,20,20,20,20
04/12/2016,Bet Shean,18,21,21,23,23,22,21.67,22,21
04/12/2016,Elat,25,21,21,21,21,21,21,21,21
04/12/2016,En Gedi,24,21,21,24,24,22.33,22.33,22,22
04/12/2016,Haifa,15,20,20,20,20,20,20,20,20
04/12/2016,Jerusalem,13,15,15,16,17,15.67,16,16,16
04/12/2016,Lod,19,21,21,22,21,21.33,20.67,21,20
04/12/2016,Mizpe Ramon,16,16,16,18,18,16.67,16.67,16,16
04/12/2016,Nazareth,13,18,18,19,18,18,17.67,17,17
04/12/2016,Qazrin,14,20,20,19,19,18.67,18.67,17,17
04/12/2016,Tel Aviv,19,22,22,22,22,21.33,21.67,20,21
04/12/2016,Tiberias,18,23,22,21,21,20.67,20.33,18,18
04/12/2016,Zefat,10,17,17,17,17,17,17,17,17
05/12/2016,Afula,20,21,20,21,21,21,20.67,23,21
05/12/2016,Ashdod,21,20,20,19,19,19,19.33,19,19
05/12/2016,Beer Sheva,22,20,20,19,19,19,19.67,20,20
05/12/2016,Bet Shean,21,21,21,23,23,21,22,22,22
05/12/2016,Elat,22,21,20,21,21,21,20.67,21,21
05/12/2016,En Gedi,25,20,20,22,22,20,21.67,23,23
05/12/2016,Haifa,18,20,20,20,20,18,20,20,20
05/12/2016,Jerusalem,15,17,17,17,18,17,17.67,18,18
05/12/2016,Lod,22,20,20,19,19,18,19.67,20,20
05/12/2016,Mizpe Ramon,17,17,17,18,18,16,17.67,18,18
05/12/2016,Nazareth,17,19,18,17,19,19,18,17,17
05/12/2016,Qazrin,19,20,20,19,19,17,19.33,18,19
05/12/2016,Tel Aviv,22,21,20,20,19,19,19.33,20,19
05/12/2016,Tiberias,22,22,22,20,20,20,20.33,18,19
05/12/2016,Zefat,13,18,18,18,18,15,18.33,18,19
06/12/2016,Afula,22,20,20,20,20,19,20,22,22
06/12/2016,Ashdod,20,19,19,19,19,19,19,19,19
06/12/2016,Beer Sheva,22,19,20,19,19,19,19,19,19
06/12/2016,Bet Shean,23,20,20,23,22,21,21,22,22
06/12/2016,Elat,24,20,20,20,21,20,21,22,22
06/12/2016,En Gedi,23,21,21,23,22,23,19,22,22
06/12/2016,Haifa,19,20,20,19,19,18,18,20,20
06/12/2016,Jerusalem,18,15,15,16,16,15,15,17,17
06/12/2016,Lod,21,20,19,19,19,19,19,19,20
06/12/2016,Mizpe Ramon,19,16,16,17,17,16,16,17,17
06/12/2016,Nazareth,19,18,18,16,18,18,18,18,18
06/12/2016,Qazrin,20,18,19,18,18,16,17,17,17
06/12/2016,Tel Aviv,20,20,20,20,20,19,19,19,19
06/12/2016,Tiberias,23,21,21,20,20,19,20,18,18
06/12/2016,Zefat,14,17,17,16,17,13,14,17,17
07/12/2016,Afula,21,20,20,20,20,20,20,21,21
07/12/2016,Ashdod,21,20,19,19,19,19,19,19,19
07/12/2016,Beer Sheva,23,20,20,20,20,19,20,21,20
07/12/2016,Bet Shean,23,21,21,21,21,20,20,21,22
07/12/2016,Elat,23,21,21,21,21,22,21,22,22
07/12/2016,En Gedi,24,21,21,22,22,20,21,23,23
07/12/2016,Haifa,19,19,19,19,19,18,17,19,19
07/12/2016,Jerusalem,17,17,16,17,17,16,16,18,18
07/12/2016,Lod,22,21,20,20,20,20,20,20,20
07/12/2016,Mizpe Ramon,17,17,17,18,18,17,17,18,18
07/12/2016,Nazareth,18,18,18,16,18,18,19,16,16
07/12/2016,Qazrin,18,19,19,18,18,17,17,17,18
07/12/2016,Tel Aviv,22,21,20,20,20,19,19,19,19
07/12/2016,Tiberias,23,21,21,19,19,19,19,18,18
07/12/2016,Zefat,13,17,17,17,17,14,15,17,18
08/12/2016,Afula,20,18,18,17,19,19,18,22,20
08/12/2016,Ashdod,21,19,19,19,18,19,18,18,18
08/12/2016,Beer Sheva,23,19,18,18,18,19,18,18,17
08/12/2016,Bet Shean,23,20,20,19,20,20,18,21,21
08/12/2016,Elat,24,19,19,20,20,21,21,20,20
08/12/2016,En Gedi,24,20,20,20,21,19,18,22,22
08/12/2016,Haifa,19,17,17,16,17,17,16,17,16
08/12/2016,Jerusalem,18,14,14,16,16,15,14,16,15
08/12/2016,Lod,21,18,17,18,17,19,17,19,18
08/12/2016,Mizpe Ramon,18,15,15,16,16,15,16,16,16
08/12/2016,Nazareth,19,16,16,14,17,16,16,13,15
08/12/2016,Qazrin,20,17,17,15,16,15,13,15,15
08/12/2016,Tel Aviv,21,19,19,18,18,18,16,19,18
08/12/2016,Tiberias,21,19,18,17,17,17,14,15,15
08/12/2016,Zefat,16,15,14,14,16,13,12,15,15
09/12/2016,Afula,19,16,16,17,16,16,16,18,17
09/12/2016,Ashdod,22,17,16,17,17,17,16,17,17
09/12/2016,Beer Sheva,21,17,17,16,16,17,17,17,17
09/12/2016,Bet Shean,22,18,17,18,18,17,17,18,18
09/12/2016,Elat,23,19,18,18,18,20,19,18,18
09/12/2016,En Gedi,22,19,19,19,19,19,19,20,19
09/12/2016,Haifa,18,15,15,15,15,14,14,16,15
09/12/2016,Jerusalem,16,13,13,13,13,13,13,15,15
09/12/2016,Lod,21,17,17,16,16,16,16,17,17
09/12/2016,Mizpe Ramon,16,14,13,13,13,14,14,15,15
09/12/2016,Nazareth,17,14,14,15,14,15,15,15,14
09/12/2016,Qazrin,17,16,15,14,14,13,13,14,14
09/12/2016,Tel Aviv,20,18,17,17,17,16,16,16,16
09/12/2016,Tiberias,19,17,17,16,16,17,15,15,14
09/12/2016,Zefat,12,14,14,13,13,11,11,14,14
10/12/2016,Afula,18,17,17,15,16,17,16,18,18
10/12/2016,Ashdod,18,18,19,18,18,17,19,17,17
10/12/2016,Beer Sheva,19,17,17,16,16,16,16,16,16
10/12/2016,Bet Shean,19,18,19,16,17,17,16,18,19
10/12/2016,Elat,21,18,18,18,18,18,18,18,17
10/12/2016,En Gedi,21,18,18,18,18,16,16,19,19
10/12/2016,Haifa,15,16,16,14,15,15,15,16,17
10/12/2016,Jerusalem,14,13,13,14,14,13,12,14,14
10/12/2016,Lod,18,17,17,17,17,16,17,16,17
10/12/2016,Mizpe Ramon,14,13,13,13,13,12,13,14,14
10/12/2016,Nazareth,15,14,15,13,13,15,14,15,15
10/12/2016,Qazrin,16,15,16,13,13,12,12,14,14
10/12/2016,Tel Aviv,17,18,18,18,18,15,17,16,17
10/12/2016,Tiberias,18,18,18,14,14,16,13,15,15
10/12/2016,Zefat,9,14,15,12,13,12,11,14,14
11/12/2016,Afula,19,17,18,19,18,17,17,19,19
11/12/2016,Ashdod,19,19,18,19,19,18,17,19,19
11/12/2016,Beer Sheva,19,17,18,17,17,16,18,18,17
11/12/2016,Bet Shean,19,18,18,20,19,18,17,19,19
11/12/2016,Elat,21,19,19,19,19,20,20,18,18
11/12/2016,En Gedi,21,19,19,20,20,19,18,21,20
11/12/2016,Haifa,17,17,18,18,18,17,17,18,18
11/12/2016,Jerusalem,14,15,14,15,15,13,12,16,16
11/12/2016,Lod,19,17,18,19,19,16,17,19,18
11/12/2016,Mizpe Ramon,14,14,15,14,14,14,14,15,15
11/12/2016,Nazareth,16,16,16,16,16,16,16,17,16
11/12/2016,Qazrin,16,15,15,14,15,13,13,16,15
11/12/2016,Tel Aviv,19,19,19,20,20,16,17,19,18
11/12/2016,Tiberias,18,18,17,16,16,16,14,17,16
11/12/2016,Zefat,12,15,14,15,15,11,13,16,15
12/12/2016,Afula,21,20,19,19,19,19,19,19,19
12/12/2016,Ashdod,20,19,20,18,18,19,18,19,19
12/12/2016,Beer Sheva,21,19,19,18,18,18,18,19,19
12/12/2016,Bet Shean,19,21,21,20,20,20,19,20,21
12/12/2016,Elat,23,21,20,21,21,21,20,20,20
12/12/2016,En Gedi,22,19,19,20,20,19,18,21,21
12/12/2016,Haifa,19,19,19,18,19,18,19,19,19
12/12/2016,Jerusalem,14,16,16,16,16,15,14,16,17
12/12/2016,Lod,20,20,20,19,19,19,18,19,19
12/12/2016,Mizpe Ramon,15,16,16,15,16,16,15,17,17
12/12/2016,Nazareth,17,17,17,17,17,17,17,16,17
12/12/2016,Qazrin,16,19,18,17,18,16,16,16,17
12/12/2016,Tel Aviv,20,20,20,19,19,18,18,19,19
12/12/2016,Tiberias,19,20,20,18,18,17,18,16,17
12/12/2016,Zefat,12,16,16,15,15,12,13,16,17
13/12/2016,Afula,22,16,16,16,16,19,18,20,20
13/12/2016,Ashdod,20,20,18,18,18,19,19,18,18
13/12/2016,Beer Sheva,22,19,18,17,17,18,18,18,18
13/12/2016,Bet Shean,21,17,17,18,17,21,20,20,20
13/12/2016,Elat,24,20,20,21,20,21,21,20,19
13/12/2016,En Gedi,22,23,22,22,22,24,23,23,23
13/12/2016,Haifa,19,16,16,15,15,17,16,17,16
13/12/2016,Jerusalem,16,17,15,14,14,14,13,13,13
13/12/2016,Lod,22,16,16,16,17,18,18,16,16
13/12/2016,Mizpe Ramon,17,15,15,15,16,14,15,15,15
13/12/2016,Nazareth,18,14,13,14,14,16,16,14,13
13/12/2016,Qazrin,19,13,13,13,12,13,13,13,12
13/12/2016,Tel Aviv,21,17,17,17,18,18,18,16,16
13/12/2016,Tiberias,20,16,16,16,13,19,14,14,13
13/12/2016,Zefat,14,12,12,13,13,11,11,13,12
14/12/2016,Afula,19,14,13,14,14,14.33,15,15,15
14/12/2016,Ashdod,21,18,18,17,17,16.33,17,14,14
14/12/2016,Beer Sheva,21,13,14,14,15,13,13,12,13
14/12/2016,Bet Shean,21,16,15,16,16,15.67,17,15,15
14/12/2016,Elat,24,17,17,18,18,17.33,20,17,17
14/12/2016,En Gedi,27,19,19,19,20,18.67,19,18,18
14/12/2016,Haifa,17,16,16,13,13,13.67,14,12,12
14/12/2016,Jerusalem,14,10,12,9,10,9.33,8,9,9
14/12/2016,Lod,20,15,14,15,13,14.33,14,13,13
14/12/2016,Mizpe Ramon,16,11,12,12,12,11.33,11,11,12
14/12/2016,Nazareth,14,12,13,11,11,10.67,14,9,9
14/12/2016,Qazrin,14,13,13,10,11,10.67,10,9,8
14/12/2016,Tel Aviv,20,16,16,15,15,15.33,14,15,13
14/12/2016,Tiberias,15,15,15,14,15,12.67,15,9,9
14/12/2016,Zefat,10,11,11,9,9,9.67,8,9,8
15/12/2016,Afula,15,14,15,16,16,15,15,17,17
15/12/2016,Ashdod,18,16,17,16,16,16,16,16,16
15/12/2016,Beer Sheva,13,14,13,15,15,14,12,14,15
15/12/2016,Bet Shean,18,17,16,18,18,17,15,17,17
15/12/2016,Elat,21,15,14,17,16,17,17,15,15
15/12/2016,En Gedi,21,18,19,18,19,19,18,18,17
15/12/2016,Haifa,14,15,15,14,14,13,13,14,14
15/12/2016,Jerusalem,8,10,10,11,11,9,9,11,11
15/12/2016,Lod,16,15,15,15,15,14,14,14,15
15/12/2016,Mizpe Ramon,11,10,10,12,12,10,10,11,10
15/12/2016,Nazareth,12,12,13,13,13,13,12,12,12
15/12/2016,Qazrin,11,14,14,12,12,10,10,11,12
15/12/2016,Tel Aviv,16,16,16,16,16,14,14,17,17
15/12/2016,Tiberias,18,16,17,16,16,14,12,12,12
15/12/2016,Zefat,6,12,12,11,12,8,8,11,12
16/12/2016,Afula,16,15,15,11,12,15,15,17,16
16/12/2016,Ashdod,18,17,17,16,17,17,17,16,15
16/12/2016,Beer Sheva,13,15,16,16,16,15,15,16,15
16/12/2016,Bet Shean,16,17,16,14,14,15,17,17,15
16/12/2016,Elat,19,17,17,18,19,19,19,17,16
16/12/2016,En Gedi,21,19,18,19,19,17,17,19,19
16/12/2016,Haifa,14,15,14,12,13,14,14,15,14
16/12/2016,Jerusalem,9,12,12,13,12,12,11,11,10
16/12/2016,Lod,16,15,13,16,15,15,14,14,13
16/12/2016,Mizpe Ramon,12,13,13,15,14,13,13,13,13
16/12/2016,Nazareth,13,13,13,9,10,12,13,13,13
16/12/2016,Qazrin,13,14,13,10,10,12,12,12,11
16/12/2016,Tel Aviv,16,16,15,16,16,14,14,15,15
16/12/2016,Tiberias,19,16,15,12,12,15,13,13,13
16/12/2016,Zefat,8,12,11,9,9,9,9,12,11
17/12/2016,Afula,13,16,16,17,17,16,15,17,20
17/12/2016,Ashdod,18,17,17,16,16,18,16,16,16
17/12/2016,Beer Sheva,17,16,15,16,15,17,16,16,16
17/12/2016,Bet Shean,14,17,17,19,17,17,17,17,20
17/12/2016,Elat,21,18,18,19,19,20,20,18,17
17/12/2016,En Gedi,21,18,18,18,19,18,18,20,20
17/12/2016,Haifa,13,15,16,15,14,15,14,15,14
17/12/2016,Jerusalem,12,13,12,13,12,12,12,13,13
17/12/2016,Lod,15,16,16,15,14,16,16,15,15
17/12/2016,Mizpe Ramon,14,13,13,15,15,15,14,15,14
17/12/2016,Nazareth,10,15,15,14,15,15,13,14,14
17/12/2016,Qazrin,10,15,15,13,13,13,12,13,12
17/12/2016,Tel Aviv,13,17,17,16,15,15,16,15,15
17/12/2016,Tiberias,15,17,17,16,16,15,14,14,14
17/12/2016,Zefat,7,13,14,13,14,9,10,13,12
18/12/2016,Afula,16,15,14,15,15,16,13,15,14
18/12/2016,Ashdod,19,17,16,16,16,16,16,15,15
18/12/2016,Beer Sheva,18,14,14,13,14,16,16,15,14
18/12/2016,Bet Shean,17,17,16,18,16,17,15,16,16
18/12/2016,Elat,22,19,19,20,20,20,20,19,18
18/12/2016,En Gedi,22,19,20,19,19,21,19,20,18
18/12/2016,Haifa,14,14,13,13,13,13,13,13,13
18/12/2016,Jerusalem,14,11,10,10,12,11,11,11,9
18/12/2016,Lod,19,15,15,13,14,13,15,13,13
18/12/2016,Mizpe Ramon,15,13,13,14,14,13,13,14,13
18/12/2016,Nazareth,12,14,13,13,13,14,12,11,11
18/12/2016,Qazrin,13,13,13,12,11,11,10,10,10
18/12/2016,Tel Aviv,19,15,16,15,15,13,15,16,15
18/12/2016,Tiberias,17,16,16,15,14,15,12,11,11
18/12/2016,Zefat,8,13,12,12,12,9,9,10,10
19/12/2016,Afula,14,13,13,14,14,12,13,14,14
19/12/2016,Ashdod,18,15,15,16,16,16,15,15,14
19/12/2016,Beer Sheva,17,13,13,16,15,15,16,13,15
19/12/2016,Bet Shean,14,15,15,14,15,15,15,15,15
19/12/2016,Elat,22,17,17,18,18,18,18,17,17
19/12/2016,En Gedi,23,17,17,17,18,15,15,17,17
19/12/2016,Haifa,13,13,13,13,13,12,11,13,13
19/12/2016,Jerusalem,10,10,9,12,12,10,10,12,10
19/12/2016,Lod,17,13,14,14,15,14,15,15,13
19/12/2016,Mizpe Ramon,15,11,11,13,12,12,13,14,14
19/12/2016,Nazareth,11,12,12,12,12,11,10,11,11
19/12/2016,Qazrin,11,10,12,11,11,11,10,11,10
19/12/2016,Tel Aviv,17,14,15,15,16,14,13,14,14
19/12/2016,Tiberias,15,14,14,13,13,14,11,11,11
19/12/2016,Zefat,7,11,11,10,11,7,7,11,10
20/12/2016,Afula,13,13,13,13,13,12,12,14,13
20/12/2016,Ashdod,18,15,14,14,14,14,14,14,14
20/12/2016,Beer Sheva,16,13,13,13,14,13,13,14,14
20/12/2016,Bet Shean,14,14,15,14,15,14,14,15,15
20/12/2016,Elat,21,14,14,15,15,16,15,15,15
20/12/2016,En Gedi,18,16,16,16,15,15,14,16,16
20/12/2016,Haifa,11,13,13,12,13,12,12,13,13
20/12/2016,Jerusalem,11,9,9,11,11,9,9,10,10
20/12/2016,Lod,18,14,14,13,13,13,13,13,13
20/12/2016,Mizpe Ramon,13,10,10,11,12,10,10,11,11
20/12/2016,Nazareth,8,12,12,10,10,10,10,10,9
20/12/2016,Qazrin,10,10,10,11,11,9,9,10,9
20/12/2016,Tel Aviv,17,14,14,14,14,13,13,14,14
20/12/2016,Tiberias,14,14,15,13,13,13,11,11,11
20/12/2016,Zefat,8,11,11,10,10,7,7,10,9
21/12/2016,Afula,14,15,15,15,15,14,14,14,15
21/12/2016,Ashdod,15,16,16,16,16,16,16,16,15
21/12/2016,Beer Sheva,15,14,14,15,15,15,16,15,15
21/12/2016,Bet Shean,15,16,16,14,15,15,14,16,16
21/12/2016,Elat,18,17,17,17,17,17,18,16,15
21/12/2016,En Gedi,18,17,18,17,17,15,14,17,17
21/12/2016,Haifa,13,15,15,14,14,13,14,14,14
21/12/2016,Jerusalem,10,11,11,12,12,10,11,12,11
21/12/2016,Lod,15,16,16,15,16,15,15,15,16
21/12/2016,Mizpe Ramon,10,12,12,13,13,11,12,12,12
21/12/2016,Nazareth,11,12,12,11,11,11,11,10,11
21/12/2016,Qazrin,11,13,13,12,12,11,11,10,11
21/12/2016,Tel Aviv,14,16,16,16,16,14,15,16,16
21/12/2016,Tiberias,15,16,16,14,14,15,12,10,11
21/12/2016,Zefat,8,11,11,10,11,8,7,10,11
22/12/2016,Afula,14,16,17,16,17,15,15,15,13
22/12/2016,Ashdod,17,17,17,16,16,17,16,16,15
22/12/2016,Beer Sheva,17,15,15,15,15,17,16,16,15
22/12/2016,Bet Shean,14,16,17,18,17,16,17,17,15
22/12/2016,Elat,19,18,19,20,20,19,19,19,18
22/12/2016,En Gedi,19,18,19,20,18,17,18,19,19
22/12/2016,Haifa,13,15,15,14,14,15,15,14,14
22/12/2016,Jerusalem,13,13,12,13,13,13,12,13,12
22/12/2016,Lod,18,16,16,16,16,16,16,16,14
22/12/2016,Mizpe Ramon,14,13,13,14,15,15,15,14,13
22/12/2016,Nazareth,10,14,15,10,11,13,13,9,9
22/12/2016,Qazrin,11,13,14,14,14,13,13,10,9
22/12/2016,Tel Aviv,17,16,17,16,16,16,16,15,14
22/12/2016,Tiberias,16,17,18,16,16,16,14,9,8
22/12/2016,Zefat,6,12,12,11,11,8,8,10,9
23/12/2016,Afula,15,16,16,16,16,15,16,16,15
23/12/2016,Ashdod,18,16,16,16,16,17,16,16,15
23/12/2016,Beer Sheva,15,14,14,15,15,15,16,15,15
23/12/2016,Bet Shean,17,17,17,16,16,17,17,18,17
23/12/2016,Elat,20,16,15,17,17,16,16,17,17
23/12/2016,En Gedi,20,17,17,17,17,15,14,19,18
23/12/2016,Haifa,14,16,16,15,15,14,15,14,13
23/12/2016,Jerusalem,14,13,13,13,14,13,14,14,14
23/12/2016,Lod,19,16,17,16,16,16,17,16,15
23/12/2016,Mizpe Ramon,13,12,12,13,12,12,12,14,14
23/12/2016,Nazareth,13,14,15,13,13,13,14,12,10
23/12/2016,Qazrin,14,14,14,15,15,13,15,14,13
23/12/2016,Tel Aviv,18,17,17,17,17,16,16,15,16
23/12/2016,Tiberias,19,18,18,16,16,16,14,13,12
23/12/2016,Zefat,10,13,13,13,13,10,11,14,13
24/12/2016,Afula,17,15,16,17,15,15,15,13,14
24/12/2016,Ashdod,18,16,16,16,15,16,16,15,15
24/12/2016,Beer Sheva,16,15,15,14,14,15,15,15,15
24/12/2016,Bet Shean,18,17,17,16,15,17,16,17,18
24/12/2016,Elat,17,15,15,19,17,17,17,17,17
24/12/2016,En Gedi,19,18,18,17,17,16,16,19,19
24/12/2016,Haifa,16,15,15,15,14,14,15,13,14
24/12/2016,Jerusalem,14,13,12,13,12,11,10,11,13
24/12/2016,Lod,19,15,16,16,15,16,15,14,15
24/12/2016,Mizpe Ramon,11,12,12,12,12,11,11,13,13
24/12/2016,Nazareth,14,14,14,12,12,13,13,10,11
24/12/2016,Qazrin,16,14,13,14,13,13,13,11,12
24/12/2016,Tel Aviv,19,15,16,16,16,15,15,14,15
24/12/2016,Tiberias,19,17,17,15,15,16,14,11,12
24/12/2016,Zefat,11,13,13,13,12,10,9,11,12
25/12/2016,Afula,15,12,12,14,14,13,14,15,16
25/12/2016,Ashdod,17,15,16,16,15,16,16,14,14
25/12/2016,Beer Sheva,15,13,13,13,14,15,15,14,13
25/12/2016,Bet Shean,16,13,14,16,16,14,16,16,17
25/12/2016,Elat,19,16,15,17,17,17,18,15,16
25/12/2016,En Gedi,17,17,17,18,18,17,17,18,18
25/12/2016,Haifa,15,13,13,12,12,13,14,12,13
25/12/2016,Jerusalem,12,10,10,11,11,10,10,9,9
25/12/2016,Lod,17,13,13,14,14,14,14,12,12
25/12/2016,Mizpe Ramon,10,10,10,11,11,11,11,10,11
25/12/2016,Nazareth,13,11,11,10,9,12,12,9,10
25/12/2016,Qazrin,14,9,9,9,10,9,9,8,9
25/12/2016,Tel Aviv,17,14,14,15,14,14,14,14,14
25/12/2016,Tiberias,16,14,14,11,12,14,11,10,11
25/12/2016,Zefat,10,9,9,9,9,6,6,8,9
26/12/2016,Afula,12,13,14,11,11,14,14,14,14
26/12/2016,Ashdod,17,17,16,16,17,17,16,16,16
26/12/2016,Beer Sheva,16,14,14,15,15,15,16,15,15
26/12/2016,Bet Shean,13,15,14,15,15,14,16,16,15
26/12/2016,Elat,20,16,16,18,18,18,18,16,15
26/12/2016,En Gedi,21,17,18,19,19,18,18,18,17
26/12/2016,Haifa,12,14,14,12,12,14,13,14,14
26/12/2016,Jerusalem,10,11,11,12,13,11,11,10,11
26/12/2016,Lod,16,15,14,14,15,15,14,13,13
26/12/2016,Mizpe Ramon,11,12,12,13,13,13,12,13,13
26/12/2016,Nazareth,9,11,12,9,10,11,11,10,10
26/12/2016,Qazrin,8,11,11,10,10,10,10,9,9
26/12/2016,Tel Aviv,15,16,16,14,15,15,14,16,16
26/12/2016,Tiberias,13,14,14,12,12,14,12,10,11
26/12/2016,Zefat,5,10,10,9,9,7,7,9,9
27/12/2016,Afula,15,11,11,13,13,13,12,10,11
27/12/2016,Ashdod,18,13,15,14,15,16,16,14,14
27/12/2016,Beer Sheva,17,12,12,13,12,13,13,11,11
27/12/2016,Bet Shean,17,13,13,14,14,15,14,14,15
27/12/2016,Elat,21,17,16,18,18,19,16,16,16
27/12/2016,En Gedi,22,18,18,18,18,19,18,16,17
27/12/2016,Haifa,15,12,13,12,13,13,12,12,12
27/12/2016,Jerusalem,12,8,10,8,9,8,8,6,7
27/12/2016,Lod,18,11,12,11,12,11,11,10,11
27/12/2016,Mizpe Ramon,13,10,10,10,9,10,10,9,10
27/12/2016,Nazareth,11,9,9,9,8,10,10,7,8
27/12/2016,Qazrin,12,8,8,9,9,9,9,7,8
27/12/2016,Tel Aviv,17,14,14,13,14,12,13,14,14
27/12/2016,Tiberias,17,12,13,11,11,14,10,9,9
27/12/2016,Zefat,7,8,8,8,8,5,5,7,8
28/12/2016,Afula,10,15,15,16,17,15,14,16,15
28/12/2016,Ashdod,16,16,16,15,16,15,15,16,15
28/12/2016,Beer Sheva,14,14,14,15,15,16,15,15,15
28/12/2016,Bet Shean,11,14,14,16,17,16,16,17,17
28/12/2016,Elat,21,16,17,17,17,19,18,17,17
28/12/2016,En Gedi,22,16,16,18,18,17,17,18,18
28/12/2016,Haifa,11,16,16,15,14,14,14,15,14
28/12/2016,Jerusalem,8,11,11,12,13,11,10,14,13
28/12/2016,Lod,13,15,15,14,15,15,13,14,14
28/12/2016,Mizpe Ramon,9,11,11,13,13,12,11,12,12
28/12/2016,Nazareth,7,13,14,11,11,12,11,12,11
28/12/2016,Qazrin,7,11,11,12,12,11,11,12,11
