,Validity_date,City,Persist_value_humidity,EC_humidity_1,EC_humidity_2,C3_humidity_1,C3_humidity_2,Persist_value_maxTemp,EC_maxTemp_1,EC_maxTemp_2,CO_maxTemp_1,CO_maxTemp_2,C3_maxTemp_1,C3_maxTemp_2,OH_maxTemp_1,OH_maxTemp_2,Persist_value_minTemp,EC_minTemp_1,EC_minTemp_2,CO_minTemp_1,CO_minTemp_2,C3_minTemp_1,C3_minTemp_2,OH_minTemp_1,OH_minTemp_2,Persist_value_wind,EC_wind_1,EC_wind_2,CO_wind_1,CO_wind_2,C3_wind_1,C3_wind_2,OH_wind_1,OH_wind_2
5350,2016-12-23,Nazareth,56,52.0,54,53.0,47,13,14.0,15,13.0,13.0,13.0,14.0,12.0,10.0,7.0,7.0,8.0,7.0,8.0,6.0,8.0,7.0,8.0,15,8.0,8,6.0,6.0,10.0,9.0,6.0,6.0
5351,2016-12-23,Qazrin,51,46.0,45,49.0,46,14,14.0,14,15.0,15.0,13.0,15.0,14.0,13.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,16,9.0,8,4.0,4.0,15.0,11.0,5.0,6.0
5352,2016-12-23,Tel Aviv,48,68.0,65,62.0,56,18,17.0,17,17.0,17.0,16.0,16.0,15.0,16.0,9.0,9.0,10.0,9.0,10.0,10.0,11.0,11.0,11.0,14,9.0,9,8.0,9.0,6.0,6.0,10.0,8.0
5353,2016-12-23,Tiberias,47,42.0,43,54.0,53,19,18.0,18,16.0,16.0,16.0,14.0,13.0,12.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,7.0,7.0,13,3.0,3,3.0,4.0,6.0,6.0,5.0,5.0
5354,2016-12-23,Zefat,68,49.0,55,61.0,52,10,13.0,13,13.0,13.0,10.0,11.0,14.0,13.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,15,5.0,4,3.0,4.0,8.0,7.0,5.0,6.0
5355,2016-12-24,Afula,54,75.0,61,61.0,60,17,15.0,16,17.0,15.0,15.0,15.0,13.0,14.0,7.0,8.0,8.0,9.0,9.0,10.0,11.0,8.0,9.0,10,5.0,5,4.0,5.0,8.0,8.0,10.0,12.0
5356,2016-12-24,Ashdod,68,78.0,64,75.0,68,18,16.0,16,16.0,15.0,16.0,16.0,15.0,15.0,13.0,11.0,12.0,10.0,10.0,10.0,10.0,11.0,11.0,10,12.0,12,17.0,16.0,17.0,15.0,14.0,15.0
5357,2016-12-24,Beer Sheva,53,71.0,52,61.0,43,16,15.0,15,14.0,14.0,15.0,15.0,15.0,15.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,3,10.0,6,7.0,8.0,10.0,9.0,10.0,8.0
5358,2016-12-24,Bet Shean,51,57.0,59,58.0,53,18,17.0,17,16.0,15.0,17.0,16.0,17.0,18.0,7.0,8.0,9.0,10.0,11.0,12.0,11.0,8.0,7.0,8,3.0,4,2.0,4.0,5.0,4.0,12.0,4.0
5359,2016-12-24,Elat,49,71.0,71,55.0,56,17,15.0,15,19.0,17.0,17.0,17.0,17.0,17.0,13.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,9.0,9,6.0,6,9.0,10.0,12.0,12.0,8.0,10.0
5360,2016-12-24,En Gedi,43,74.0,64,73.0,75,19,18.0,18,17.0,17.0,16.0,16.0,19.0,19.0,13.0,13.0,12.0,12.0,13.0,11.0,9.0,13.0,13.0,10,7.0,5,5.0,5.0,6.0,15.0,5.0,4.0
5361,2016-12-24,Haifa,51,84.0,81,71.0,65,16,15.0,15,15.0,14.0,14.0,15.0,13.0,14.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,11.0,9.0,6,6.0,5,8.0,9.0,9.0,10.0,7.0,10.0
5362,2016-12-24,Jerusalem,48,78.0,59,63.0,65,14,13.0,12,13.0,12.0,11.0,10.0,11.0,13.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,4,9.0,10,7.0,9.0,12.0,10.0,11.0,10.0
5363,2016-12-24,Lod,48,83.0,68,72.0,64,19,15.0,16,16.0,15.0,16.0,15.0,14.0,15.0,9.0,8.0,7.0,9.0,9.0,8.0,9.0,9.0,9.0,5,7.0,7,7.0,8.0,10.0,8.0,9.0,10.0
5364,2016-12-24,Mizpe Ramon,52,69.0,62,63.0,64,11,12.0,12,12.0,12.0,11.0,11.0,13.0,13.0,7.0,4.0,4.0,6.0,5.0,4.0,4.0,6.0,6.0,6,8.0,9,4.0,5.0,9.0,9.0,10.0,6.0
5365,2016-12-24,Nazareth,51,77.0,82,68.0,63,14,14.0,14,12.0,12.0,13.0,13.0,10.0,11.0,7.0,8.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,13,5.0,6,5.0,5.0,7.0,7.0,7.0,8.0
5366,2016-12-24,Qazrin,53,65.0,62,76.0,62,16,14.0,13,14.0,13.0,13.0,13.0,11.0,12.0,7.0,9.0,9.0,7.0,7.0,8.0,7.0,7.0,7.0,15,5.0,5,3.0,4.0,4.0,5.0,10.0,7.0
5367,2016-12-24,Tel Aviv,59,78.0,72,76.0,64,19,15.0,16,16.0,16.0,15.0,15.0,14.0,15.0,10.0,9.0,10.0,9.0,9.0,8.0,9.0,11.0,9.0,9,10.0,10,11.0,13.0,9.0,7.0,10.0,11.0
5368,2016-12-24,Tiberias,45,59.0,57,69.0,63,19,17.0,17,15.0,15.0,16.0,14.0,11.0,12.0,10.0,9.0,10.0,10.0,10.0,11.0,11.0,7.0,8.0,6,3.0,3,3.0,3.0,5.0,2.0,4.0,5.0
5369,2016-12-24,Zefat,63,71.0,69,76.0,79,11,13.0,13,13.0,12.0,10.0,9.0,11.0,12.0,5.0,7.0,7.0,7.0,6.0,5.0,5.0,7.0,7.0,15,3.0,4,4.0,5.0,8.0,7.0,4.0,7.0
5370,2016-12-25,Afula,84,65.0,65,68.0,67,15,12.0,12,14.0,14.0,13.0,14.0,15.0,16.0,9.0,7.0,8.0,11.0,10.0,11.0,10.0,9.0,9.0,9,8.0,10,13.0,13.0,11.0,10.0,19.0,16.0
5371,2016-12-25,Ashdod,72,68.0,67,72.0,71,17,15.0,16,16.0,15.0,16.0,16.0,14.0,14.0,10.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12,18.0,19,24.0,23.0,22.0,21.0,23.0,19.0
5372,2016-12-25,Beer Sheva,53,53.0,55,42.0,42,15,13.0,13,13.0,14.0,15.0,15.0,14.0,13.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,6,12.0,12,13.0,14.0,12.0,13.0,18.0,13.0
5373,2016-12-25,Bet Shean,76,67.0,63,62.0,48,16,13.0,14,16.0,16.0,14.0,16.0,16.0,17.0,11.0,9.0,10.0,12.0,12.0,12.0,12.0,9.0,11.0,11,8.0,10,15.0,14.0,19.0,16.0,19.0,14.0
5374,2016-12-25,Elat,51,40.0,43,37.0,40,19,16.0,15,17.0,17.0,17.0,18.0,15.0,16.0,8.0,10.0,10.0,11.0,10.0,8.0,10.0,10.0,10.0,7,4.0,4,4.0,5.0,3.0,3.0,3.0,4.0
5375,2016-12-25,En Gedi,80,59.0,58,53.0,41,17,17.0,17,18.0,18.0,17.0,17.0,18.0,18.0,11.0,13.0,13.0,14.0,14.0,13.0,12.0,13.0,13.0,6,13.0,13,12.0,13.0,15.0,9.0,14.0,12.0
5376,2016-12-25,Haifa,82,84.0,83,77.0,77,15,13.0,13,12.0,12.0,13.0,14.0,12.0,13.0,8.0,10.0,10.0,11.0,11.0,10.0,9.0,11.0,9.0,5,10.0,11,14.0,10.0,15.0,14.0,14.0,12.0
5377,2016-12-25,Jerusalem,74,62.0,61,59.0,55,12,10.0,10,11.0,11.0,10.0,10.0,9.0,9.0,5.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,11,10.0,9,14.0,15.0,16.0,16.0,19.0,19.0
5378,2016-12-25,Lod,67,65.0,60,73.0,71,17,13.0,13,14.0,14.0,14.0,14.0,12.0,12.0,9.0,9.0,9.0,11.0,10.0,11.0,10.0,10.0,10.0,7,11.0,12,14.0,16.0,12.0,13.0,15.0,13.0
5379,2016-12-25,Mizpe Ramon,83,57.0,58,50.0,48,10,10.0,10,11.0,11.0,11.0,11.0,10.0,11.0,4.0,5.0,5.0,7.0,6.0,5.0,5.0,6.0,7.0,8,13.0,12,11.0,12.0,14.0,12.0,15.0,14.0
5380,2016-12-25,Nazareth,75,89.0,77,65.0,67,13,11.0,11,10.0,9.0,12.0,12.0,9.0,10.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,7.0,12,7.0,9,9.0,9.0,10.0,9.0,14.0,12.0
5381,2016-12-25,Qazrin,74,85.0,81,84.0,81,14,9.0,9,9.0,10.0,9.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,12,8.0,9,5.0,6.0,10.0,8.0,12.0,10.0
5382,2016-12-25,Tel Aviv,71,73.0,74,78.0,81,17,14.0,14,15.0,14.0,14.0,14.0,14.0,14.0,9.0,10.0,10.0,11.0,11.0,10.0,10.0,12.0,10.0,10,16.0,17,21.0,18.0,12.0,12.0,19.0,16.0
5383,2016-12-25,Tiberias,70,78.0,77,77.0,70,16,14.0,14,11.0,12.0,14.0,11.0,10.0,11.0,12.0,10.0,10.0,11.0,11.0,10.0,11.0,8.0,7.0,10,6.0,5,6.0,4.0,13.0,15.0,10.0,10.0
5384,2016-12-25,Zefat,86,91.0,91,99.0,94,10,9.0,9,9.0,9.0,6.0,6.0,8.0,9.0,4.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,18,7.0,6,8.0,8.0,10.0,9.0,10.0,10.0
5385,2016-12-26,Afula,100,88.0,80,66.0,76,12,13.0,14,11.0,11.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10,7.0,7,5.0,6.0,6.0,12.0,13.0,13.0
5386,2016-12-26,Ashdod,74,66.0,69,63.0,73,17,17.0,16,16.0,17.0,17.0,16.0,16.0,16.0,11.0,12.0,12.0,13.0,11.0,12.0,12.0,12.0,12.0,19,14.0,14,20.0,18.0,20.0,17.0,18.0,19.0
5387,2016-12-26,Beer Sheva,48,56.0,59,46.0,45,16,14.0,14,15.0,15.0,15.0,16.0,15.0,15.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,12,8.0,8,10.0,8.0,10.0,9.0,10.0,10.0
5388,2016-12-26,Bet Shean,93,68.0,70,60.0,53,13,15.0,14,15.0,15.0,14.0,16.0,16.0,15.0,11.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,12.0,15,7.0,9,11.0,10.0,12.0,15.0,13.0,10.0
5389,2016-12-26,Elat,36,45.0,44,40.0,39,20,16.0,16,18.0,18.0,18.0,18.0,16.0,15.0,9.0,9.0,9.0,10.0,10.0,9.0,10.0,10.0,11.0,4,6.0,6,8.0,9.0,9.0,9.0,3.0,6.0
5390,2016-12-26,En Gedi,43,64.0,64,49.0,48,21,17.0,18,19.0,19.0,18.0,18.0,18.0,17.0,14.0,14.0,14.0,14.0,13.0,13.0,11.0,14.0,14.0,19,10.0,10,10.0,9.0,11.0,10.0,11.0,9.0
5391,2016-12-26,Haifa,77,90.0,86,86.0,89,12,14.0,14,12.0,12.0,14.0,13.0,14.0,14.0,9.0,10.0,10.0,8.0,9.0,8.0,9.0,9.0,9.0,11,10.0,8,10.0,9.0,14.0,16.0,11.0,13.0
5392,2016-12-26,Jerusalem,68,64.0,65,58.0,60,10,11.0,11,12.0,13.0,11.0,11.0,10.0,11.0,6.0,7.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,12,8.0,7,10.0,9.0,11.0,12.0,9.0,9.0
5393,2016-12-26,Lod,69,62.0,72,66.0,70,16,15.0,14,14.0,15.0,15.0,14.0,13.0,13.0,11.0,8.0,8.0,10.0,10.0,8.0,8.0,9.0,10.0,12,10.0,9,10.0,10.0,11.0,12.0,9.0,10.0
5394,2016-12-26,Mizpe Ramon,57,58.0,59,50.0,54,11,12.0,12,13.0,13.0,13.0,12.0,13.0,13.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,7.0,7.0,13,6.0,5,5.0,4.0,8.0,8.0,4.0,4.0
5395,2016-12-26,Nazareth,100,91.0,84,86.0,88,9,11.0,12,9.0,10.0,11.0,11.0,10.0,10.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,6.0,7.0,11,7.0,8,7.0,7.0,11.0,8.0,11.0,13.0
5396,2016-12-26,Qazrin,92,85.0,83,84.0,91,8,11.0,11,10.0,10.0,10.0,10.0,9.0,9.0,7.0,8.0,8.0,6.0,7.0,7.0,7.0,6.0,7.0,13,6.0,4,6.0,7.0,9.0,8.0,10.0,8.0
5397,2016-12-26,Tel Aviv,70,69.0,74,75.0,78,15,16.0,16,14.0,15.0,15.0,14.0,16.0,16.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,12.0,10.0,17,14.0,14,15.0,16.0,10.0,10.0,16.0,17.0
5398,2016-12-26,Tiberias,86,79.0,77,80.0,83,13,14.0,14,12.0,12.0,14.0,12.0,10.0,11.0,11.0,9.0,10.0,9.0,10.0,9.0,10.0,6.0,7.0,10,3.0,2,4.0,6.0,7.0,4.0,6.0,8.0
5399,2016-12-26,Zefat,99,93.0,88,99.0,99,5,10.0,10,9.0,9.0,7.0,7.0,9.0,9.0,5.0,6.0,6.0,5.0,6.0,4.0,3.0,6.0,7.0,17,4.0,4,6.0,5.0,11.0,10.0,6.0,8.0
5400,2016-12-27,Afula,95,87.0,75,69.0,73,15,11.0,11,13.0,13.0,13.0,12.0,10.0,11.0,9.0,5.0,5.0,9.0,8.0,7.0,7.0,8.0,8.0,8,9.0,8,12.0,11.0,12.0,8.0,17.0,15.0
5401,2016-12-27,Ashdod,66,79.0,77,66.0,68,18,13.0,15,14.0,15.0,16.0,16.0,14.0,14.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,11.0,14,24.0,23,25.0,26.0,32.0,29.0,25.0,24.0
5402,2016-12-27,Beer Sheva,40,62.0,57,71.0,52,17,12.0,12,13.0,12.0,13.0,13.0,11.0,11.0,8.0,7.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,8,20.0,18,21.0,17.0,17.0,21.0,21.0,18.0
5403,2016-12-27,Bet Shean,71,81.0,77,49.0,54,17,13.0,13,14.0,14.0,15.0,14.0,14.0,15.0,9.0,8.0,8.0,11.0,10.0,9.0,9.0,8.0,9.0,16,7.0,7,12.0,5.0,12.0,12.0,17.0,13.0
5404,2016-12-27,Elat,36,37.0,35,29.0,38,21,17.0,16,18.0,18.0,19.0,16.0,16.0,16.0,10.0,8.0,9.0,9.0,8.0,7.0,7.0,9.0,9.0,6,9.0,9,10.0,12.0,9.0,6.0,14.0,12.0
5405,2016-12-27,En Gedi,38,52.0,51,33.0,37,22,18.0,18,18.0,18.0,19.0,18.0,16.0,17.0,14.0,12.0,12.0,13.0,13.0,11.0,11.0,12.0,13.0,11,12.0,12,15.0,13.0,22.0,18.0,18.0,17.0
5406,2016-12-27,Haifa,86,74.0,74,56.0,65,15,12.0,13,12.0,13.0,13.0,12.0,12.0,12.0,8.0,7.0,7.0,10.0,9.0,8.0,9.0,8.0,8.0,8,13.0,9,11.0,12.0,14.0,13.0,12.0,12.0
5407,2016-12-27,Jerusalem,75,88.0,97,80.0,69,12,8.0,10,8.0,9.0,8.0,8.0,6.0,7.0,4.0,6.0,5.0,7.0,7.0,5.0,5.0,6.0,6.0,8,16.0,16,23.0,19.0,20.0,18.0,21.0,20.0
5408,2016-12-27,Lod,54,86.0,78,83.0,79,18,11.0,12,11.0,12.0,11.0,11.0,10.0,11.0,10.0,8.0,7.0,10.0,10.0,8.0,9.0,9.0,9.0,9,13.0,13,15.0,16.0,15.0,11.0,11.0,14.0
5409,2016-12-27,Mizpe Ramon,49,63.0,61,52.0,60,13,10.0,10,10.0,9.0,10.0,10.0,9.0,10.0,5.0,5.0,5.0,6.0,7.0,5.0,4.0,5.0,6.0,6,19.0,19,17.0,17.0,19.0,20.0,23.0,20.0
5410,2016-12-27,Nazareth,97,89.0,83,76.0,85,11,9.0,9,9.0,8.0,10.0,10.0,7.0,8.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,11,7.0,8,9.0,10.0,8.0,12.0,12.0,11.0
5411,2016-12-27,Qazrin,87,92.0,92,78.0,82,12,8.0,8,9.0,9.0,9.0,9.0,7.0,8.0,6.0,6.0,6.0,8.0,7.0,6.0,7.0,5.0,6.0,9,10.0,8,5.0,8.0,10.0,11.0,12.0,11.0
5412,2016-12-27,Tel Aviv,63,82.0,58,78.0,74,17,14.0,14,13.0,14.0,12.0,13.0,14.0,14.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,14,19.0,15,19.0,19.0,11.0,12.0,20.0,20.0
5413,2016-12-27,Tiberias,74,82.0,83,76.0,84,17,12.0,13,11.0,11.0,14.0,10.0,9.0,9.0,11.0,9.0,9.0,11.0,11.0,8.0,10.0,6.0,6.0,11,6.0,8,4.0,7.0,11.0,4.0,9.0,11.0
5414,2016-12-27,Zefat,99,87.0,92,99.0,97,7,8.0,8,8.0,8.0,5.0,5.0,7.0,8.0,2.0,5.0,5.0,7.0,7.0,4.0,4.0,5.0,6.0,15,6.0,7,7.0,9.0,10.0,10.0,9.0,11.0
5415,2016-12-28,Afula,100,57.0,52,53.0,63,10,15.0,15,16.0,17.0,15.0,14.0,16.0,15.0,4.0,6.0,6.0,8.0,7.0,6.0,6.0,7.0,8.0,15,5.0,5,4.0,6.0,8.0,7.0,4.0,4.0
5416,2016-12-28,Ashdod,80,68.0,68,63.0,68,16,16.0,16,15.0,16.0,15.0,15.0,16.0,15.0,10.0,8.0,11.0,9.0,9.0,10.0,9.0,10.0,10.0,23,13.0,13,16.0,20.0,15.0,18.0,14.0,14.0
5417,2016-12-28,Beer Sheva,79,61.0,60,41.0,47,14,14.0,14,15.0,15.0,16.0,15.0,15.0,15.0,8.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,18,6.0,6,6.0,5.0,8.0,8.0,4.0,4.0
5418,2016-12-28,Bet Shean,96,69.0,63,45.0,49,11,14.0,14,16.0,17.0,16.0,16.0,17.0,17.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,7.0,9.0,10,9.0,9,9.0,9.0,9.0,12.0,4.0,6.0
5419,2016-12-28,Elat,32,43.0,39,29.0,31,21,16.0,17,17.0,17.0,19.0,18.0,17.0,17.0,8.0,9.0,9.0,9.0,8.0,8.0,7.0,10.0,10.0,6,9.0,10,10.0,11.0,8.0,12.0,5.0,5.0
5420,2016-12-28,En Gedi,42,59.0,58,44.0,51,22,16.0,16,18.0,18.0,17.0,17.0,18.0,18.0,13.0,12.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,25,10.0,9,7.0,5.0,6.0,8.0,4.0,4.0
5421,2016-12-28,Haifa,97,55.0,51,61.0,77,11,16.0,16,15.0,14.0,14.0,14.0,15.0,14.0,7.0,8.0,8.0,9.0,7.0,8.0,9.0,8.0,9.0,9,5.0,5,7.0,8.0,10.0,11.0,7.0,6.0
5422,2016-12-28,Jerusalem,93,65.0,76,60.0,66,8,11.0,11,12.0,13.0,11.0,10.0,14.0,13.0,5.0,5.0,4.0,6.0,6.0,5.0,6.0,6.0,7.0,17,3.0,5,3.0,3.0,6.0,9.0,3.0,3.0
5423,2016-12-28,Lod,88,60.0,63,66.0,69,13,15.0,15,14.0,15.0,15.0,13.0,14.0,14.0,9.0,8.0,8.0,10.0,9.0,8.0,9.0,8.0,8.0,13,6.0,7,8.0,7.0,10.0,11.0,8.0,6.0
5424,2016-12-28,Mizpe Ramon,78,63.0,66,47.0,55,9,11.0,11,13.0,13.0,12.0,11.0,12.0,12.0,4.0,3.0,3.0,6.0,6.0,4.0,6.0,6.0,6.0,16,6.0,5,2.0,3.0,7.0,5.0,3.0,3.0
5425,2016-12-28,Nazareth,100,59.0,55,64.0,77,7,13.0,14,11.0,11.0,12.0,11.0,12.0,11.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,8.0,13,6.0,8,5.0,5.0,11.0,10.0,7.0,6.0
5426,2016-12-28,Qazrin,94,61.0,63,71.0,80,7,11.0,11,12.0,12.0,11.0,11.0,12.0,11.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,7.0,7.0,13,6.0,4,5.0,3.0,8.0,10.0,7.0,4.0
5427,2016-12-28,Tel Aviv,83,60.0,67,71.0,76,13,16.0,16,15.0,15.0,14.0,12.0,15.0,15.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,8.0,15,11.0,11,11.0,12.0,8.0,7.0,11.0,13.0
5428,2016-12-28,Tiberias,91,58.0,57,63.0,71,11,16.0,16,14.0,14.0,13.0,12.0,12.0,12.0,9.0,9.0,9.0,10.0,9.0,8.0,11.0,6.0,7.0,11,3.0,3,2.0,2.0,7.0,3.0,5.0,4.0
5429,2016-12-28,Zefat,99,67.0,65,70.0,87,3,11.0,11,11.0,11.0,8.0,7.0,12.0,11.0,2.0,4.0,4.0,5.0,5.0,3.0,3.0,7.0,7.0,18,5.0,4,4.0,4.0,9.0,11.0,5.0,4.0
5430,2016-12-29,Afula,75,50.0,50,58.0,56,15,15.0,15,15.0,15.0,13.0,13.0,15.0,15.0,4.0,8.0,8.0,8.0,8.0,7.0,7.0,10.0,8.0,10,7.0,7,8.0,10.0,10.0,9.0,14.0,16.0
5431,2016-12-29,Ashdod,67,54.0,56,59.0,61,16,17.0,17,15.0,16.0,16.0,16.0,17.0,16.0,9.0,12.0,12.0,9.0,9.0,11.0,11.0,12.0,12.0,13,13.0,13,17.0,16.0,18.0,12.0,18.0,20.0
5432,2016-12-29,Beer Sheva,57,46.0,47,41.0,43,16,15.0,15,15.0,15.0,15.0,15.0,15.0,15.0,4.0,7.0,8.0,7.0,7.0,7.0,9.0,7.0,8.0,6,9.0,8,9.0,9.0,10.0,9.0,12.0,12.0
5433,2016-12-29,Bet Shean,63,62.0,61,49.0,46,16,15.0,15,14.0,15.0,15.0,16.0,19.0,19.0,6.0,10.0,10.0,9.0,8.0,7.0,9.0,10.0,10.0,14,8.0,8,9.0,10.0,8.0,7.0,9.0,9.0
5434,2016-12-29,Elat,30,42.0,42,33.0,35,20,16.0,16,17.0,17.0,18.0,18.0,16.0,16.0,8.0,9.0,9.0,9.0,10.0,8.0,9.0,9.0,9.0,7,5.0,5,6.0,7.0,7.0,7.0,2.0,4.0
5435,2016-12-29,En Gedi,39,58.0,56,54.0,58,20,17.0,17,17.0,17.0,16.0,15.0,18.0,19.0,10.0,13.0,13.0,13.0,13.0,11.0,12.0,14.0,14.0,13,10.0,10,7.0,7.0,7.0,4.0,11.0,13.0
5436,2016-12-29,Haifa,76,59.0,68,56.0,63,13,15.0,15,14.0,14.0,13.0,14.0,15.0,14.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,10.0,9.0,5,9.0,9,10.0,11.0,13.0,12.0,13.0,15.0
5437,2016-12-29,Jerusalem,86,58.0,53,52.0,53,10,12.0,12,12.0,12.0,11.0,11.0,13.0,13.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,5,8.0,7,6.0,7.0,11.0,10.0,11.0,14.0
5438,2016-12-29,Lod,60,48.0,50,62.0,63,16,16.0,16,14.0,14.0,15.0,14.0,15.0,15.0,7.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,7,8.0,9,9.0,9.0,9.0,9.0,10.0,12.0
5439,2016-12-29,Mizpe Ramon,65,52.0,56,49.0,51,12,11.0,11,13.0,12.0,11.0,12.0,12.0,12.0,4.0,5.0,5.0,6.0,5.0,5.0,7.0,6.0,6.0,5,7.0,8,8.0,7.0,11.0,8.0,6.0,8.0
5440,2016-12-29,Nazareth,79,58.0,59,61.0,62,12,13.0,13,10.0,10.0,11.0,11.0,12.0,10.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,10,10.0,8,7.0,7.0,12.0,12.0,13.0,15.0
5441,2016-12-29,Qazrin,80,57.0,58,64.0,67,13,13.0,12,12.0,12.0,11.0,11.0,12.0,12.0,7.0,5.0,6.0,7.0,7.0,5.0,7.0,8.0,8.0,11,10.0,10,8.0,9.0,12.0,13.0,11.0,7.0
5442,2016-12-29,Tel Aviv,66,50.0,49,67.0,70,15,16.0,16,15.0,14.0,14.0,14.0,16.0,16.0,8.0,10.0,11.0,8.0,9.0,8.0,9.0,10.0,10.0,11,13.0,13,15.0,16.0,8.0,7.0,16.0,18.0
5443,2016-12-29,Tiberias,63,53.0,54,61.0,62,17,16.0,16,14.0,14.0,14.0,13.0,12.0,11.0,11.0,10.0,10.0,10.0,9.0,8.0,10.0,8.0,8.0,7,4.0,4,4.0,5.0,8.0,4.0,7.0,7.0
5444,2016-12-29,Zefat,97,65.0,67,72.0,74,8,11.0,11,10.0,10.0,7.0,7.0,12.0,12.0,3.0,6.0,7.0,6.0,6.0,4.0,5.0,8.0,8.0,11,5.0,4,7.0,7.0,9.0,10.0,7.0,7.0
5445,2016-12-30,Afula,71,36.0,42,37.0,50,16,16.0,16,16.0,16.0,16.0,16.0,15.0,16.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,9.0,9.0,13,9.0,6,8.0,9.0,8.0,8.0,11.0,10.0
5446,2016-12-30,Ashdod,60,43.0,48,45.0,61,18,16.0,17,15.0,15.0,16.0,16.0,17.0,17.0,12.0,12.0,12.0,11.0,11.0,12.0,9.0,11.0,12.0,13,13.0,12,16.0,17.0,15.0,13.0,17.0,16.0
5447,2016-12-30,Beer Sheva,42,38.0,46,34.0,35,17,14.0,15,15.0,15.0,15.0,16.0,16.0,16.0,4.0,6.0,6.0,7.0,7.0,9.0,8.0,7.0,8.0,8,7.0,8,6.0,6.0,7.0,9.0,9.0,9.0
5448,2016-12-30,Bet Shean,60,56.0,52,43.0,43,16,17.0,16,16.0,17.0,17.0,17.0,19.0,19.0,6.0,7.0,7.0,8.0,9.0,8.0,6.0,10.0,9.0,13,7.0,7,7.0,6.0,10.0,9.0,9.0,10.0
5449,2016-12-30,Elat,34,41.0,39,36.0,36,20,17.0,17,18.0,18.0,18.0,18.0,18.0,18.0,10.0,10.0,10.0,8.0,9.0,11.0,8.0,8.0,9.0,6,5.0,4,7.0,7.0,6.0,4.0,3.0,2.0
5450,2016-12-30,En Gedi,36,60.0,55,46.0,50,21,18.0,17,17.0,18.0,18.0,17.0,19.0,19.0,12.0,12.0,12.0,12.0,13.0,12.0,11.0,13.0,13.0,11,9.0,5,5.0,7.0,12.0,8.0,8.0,6.0
5451,2016-12-30,Haifa,62,45.0,52,63.0,58,15,15.0,16,14.0,14.0,14.0,15.0,15.0,15.0,10.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,9,9.0,8,9.0,10.0,11.0,11.0,13.0,13.0
5452,2016-12-30,Jerusalem,61,56.0,61,42.0,58,12,11.0,12,12.0,12.0,12.0,11.0,13.0,14.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7,7.0,7,5.0,7.0,8.0,8.0,9.0,6.0
5453,2016-12-30,Lod,47,38.0,45,51.0,58,18,15.0,16,14.0,14.0,15.0,15.0,16.0,16.0,11.0,7.0,8.0,9.0,9.0,9.0,7.0,9.0,9.0,9,8.0,8,7.0,8.0,10.0,8.0,10.0,10.0
5454,2016-12-30,Mizpe Ramon,47,45.0,51,38.0,39,14,12.0,12,13.0,13.0,13.0,13.0,13.0,13.0,5.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,7.0,6,7.0,8,4.0,4.0,9.0,10.0,5.0,5.0
