Validity_date,City,Persist_value_humidity,EC_humidity_1,EC_humidity_2,C3_humidity_1,C3_humidity_2
24/02/2017,Tiberias,50,25,28,50,31
24/02/2017,Zefat,54,37,45,36,44
25/02/2017,Afula,43,23,22,28,28
25/02/2017,Ashdod,75,80,77,70,71
25/02/2017,Beer Sheva,18,22,17,36,35
25/02/2017,Bet Shean,41,18,19,19,18
25/02/2017,Elat,15,9,9,9,8
25/02/2017,En Gedi,40,22,22,26,25
25/02/2017,Haifa,67,54,63,47,57
25/02/2017,Jerusalem,20,24,22,15,14
25/02/2017,Lod,55,36,32,51,50
25/02/2017,Mizpe Ramon,22,14,14,15,16
25/02/2017,Nazareth,40,24,25,24,26
25/02/2017,Qazrin,47,23,23,30,27
25/02/2017,Tel Aviv,64,44,43,58,54
25/02/2017,Tiberias,50,23,19,52,51
25/02/2017,Zefat,26,23,23,26,24
26/02/2017,Afula,40,21,20,25,25
26/02/2017,Ashdod,75,78,68,80,87
26/02/2017,Beer Sheva,11,23,21,28,23
26/02/2017,Bet Shean,27,22,20,15,15
26/02/2017,Elat,12,10,10,11,12
26/02/2017,En Gedi,20,15,14,25,17
26/02/2017,Haifa,24,27,36,24,41
26/02/2017,Jerusalem,11,14,24,14,14
26/02/2017,Lod,46,40,39,56,50
26/02/2017,Mizpe Ramon,12,13,13,14,13
26/02/2017,Nazareth,17,20,35,22,22
26/02/2017,Qazrin,26,20,21,24,26
26/02/2017,Tel Aviv,67,56,46,58,49
26/02/2017,Tiberias,25,17,14,23,24
26/02/2017,Zefat,19,19,19,22,24
27/02/2017,Afula,20,20,22,21,24
27/02/2017,Ashdod,81,80,74,78,84
27/02/2017,Beer Sheva,40,13,17,23,27
27/02/2017,Bet Shean,29,21,22,12,17
27/02/2017,Elat,11,12,12,20,16
27/02/2017,En Gedi,16,17,24,24,19
27/02/2017,Haifa,48,24,25,21,21
27/02/2017,Jerusalem,16,13,13,12,14
27/02/2017,Lod,54,19,24,37,48
27/02/2017,Mizpe Ramon,12,14,15,15,14
27/02/2017,Nazareth,21,21,22,19,21
27/02/2017,Qazrin,28,17,18,22,23
27/02/2017,Tel Aviv,69,55,65,33,44
27/02/2017,Tiberias,22,17,15,21,23
27/02/2017,Zefat,18,14,21,20,23
28/02/2017,Afula,22,22,23,22,20
28/02/2017,Ashdod,83,56,23,58,69
28/02/2017,Beer Sheva,12,19,20,15,14
28/02/2017,Bet Shean,24,27,27,14,16
28/02/2017,Elat,12,23,20,31,21
28/02/2017,En Gedi,20,34,32,19,16
28/02/2017,Haifa,20,28,30,23,23
28/02/2017,Jerusalem,15,24,21,18,16
28/02/2017,Lod,52,31,30,33,21
28/02/2017,Mizpe Ramon,13,19,17,20,16
28/02/2017,Nazareth,15,23,24,19,19
28/02/2017,Qazrin,14,22,22,18,20
28/02/2017,Tel Aviv,73,35,28,33,28
28/02/2017,Tiberias,27,21,26,21,17
28/02/2017,Zefat,18,28,26,19,19
01/03/2017,Afula,39,59,66,59,39
01/03/2017,Ashdod,66,81,82,81,85
01/03/2017,Beer Sheva,22,29,35,29,51
01/03/2017,Bet Shean,49,67,58,67,32
01/03/2017,Elat,16,27,28,27,29
01/03/2017,En Gedi,25,54,44,54,23
01/03/2017,Haifa,20,58,63,58,53
01/03/2017,Jerusalem,22,58,55,58,43
01/03/2017,Lod,35,50,51,50,56
01/03/2017,Mizpe Ramon,19,31,28,31,34
01/03/2017,Nazareth,24,58,66,58,45
01/03/2017,Qazrin,27,60,55,60,44
01/03/2017,Tel Aviv,28,66,65,66,67
01/03/2017,Tiberias,39,62,59,62,41
01/03/2017,Zefat,24,62,64,62,41
02/03/2017,Afula,82,56,50,65,64
02/03/2017,Ashdod,75,80,82,80,89
02/03/2017,Beer Sheva,38,60,73,64,73
02/03/2017,Bet Shean,69,54,46,59,53
02/03/2017,Elat,27,28,27,28,32
02/03/2017,En Gedi,49,54,57,45,50
02/03/2017,Haifa,57,67,62,78,86
02/03/2017,Jerusalem,59,75,74,78,78
02/03/2017,Lod,58,75,63,71,72
02/03/2017,Mizpe Ramon,21,44,47,51,58
02/03/2017,Nazareth,73,59,53,66,72
02/03/2017,Qazrin,71,71,54,79,77
02/03/2017,Tel Aviv,51,75,72,77,77
02/03/2017,Tiberias,65,71,49,80,73
02/03/2017,Zefat,78,65,51,66,67
03/03/2017,Afula,70,55,50,53,50
03/03/2017,Ashdod,83,58,65,74,83
03/03/2017,Beer Sheva,54,45,48,45,49
03/03/2017,Bet Shean,52,42,44,36,47
03/03/2017,Elat,33,28,26,26,32
03/03/2017,En Gedi,37,46,44,35,31
03/03/2017,Haifa,83,57,66,60,61
03/03/2017,Jerusalem,74,56,55,60,68
03/03/2017,Lod,66,53,52,61,82
03/03/2017,Mizpe Ramon,44,42,41,40,47
03/03/2017,Nazareth,72,64,74,57,55
03/03/2017,Qazrin,80,54,65,75,60
03/03/2017,Tel Aviv,76,59,52,65,77
03/03/2017,Tiberias,70,56,49,46,42
03/03/2017,Zefat,83,56,63,58,51
04/03/2017,Afula,61,50,56,56,57
04/03/2017,Ashdod,78,70,71,71,76
04/03/2017,Beer Sheva,49,38,42,60,48
04/03/2017,Bet Shean,55,38,37,42,45
04/03/2017,Elat,33,33,31,29,28
04/03/2017,En Gedi,19,58,54,42,40
04/03/2017,Haifa,74,55,65,71,72
04/03/2017,Jerusalem,71,51,54,53,55
04/03/2017,Lod,69,52,64,59,64
04/03/2017,Mizpe Ramon,41,47,45,47,46
04/03/2017,Nazareth,74,61,64,54,62
04/03/2017,Qazrin,76,50,57,64,73
04/03/2017,Tel Aviv,64,55,64,67,67
04/03/2017,Tiberias,50,50,53,64,69
04/03/2017,Zefat,80,51,51,50,61
05/03/2017,Afula,53,36,36,46,43
05/03/2017,Ashdod,71,70,77,77,82
05/03/2017,Beer Sheva,48,39,37,36,46
05/03/2017,Bet Shean,46,37,35,31,27
05/03/2017,Elat,31,29,28,27,23
05/03/2017,En Gedi,43,48,49,42,30
05/03/2017,Haifa,56,56,55,58,59
05/03/2017,Jerusalem,55,46,45,26,34
05/03/2017,Lod,51,47,47,61,54
05/03/2017,Mizpe Ramon,51,32,28,28,25
05/03/2017,Nazareth,55,46,43,52,57
05/03/2017,Qazrin,61,39,38,60,47
05/03/2017,Tel Aviv,62,59,63,66,69
05/03/2017,Tiberias,62,49,50,53,51
05/03/2017,Zefat,62,46,44,48,53
06/03/2017,Afula,39,34,34,39,39
06/03/2017,Ashdod,66,73,72,68,78
06/03/2017,Beer Sheva,40,24,20,34,36
06/03/2017,Bet Shean,41,33,33,25,27
06/03/2017,Elat,26,13,13,22,20
06/03/2017,En Gedi,40,47,45,27,23
06/03/2017,Haifa,61,42,41,43,42
06/03/2017,Jerusalem,39,36,36,30,32
06/03/2017,Lod,54,31,30,30,35
06/03/2017,Mizpe Ramon,32,28,27,26,24
06/03/2017,Nazareth,37,36,35,38,33
06/03/2017,Qazrin,42,37,37,44,40
06/03/2017,Tel Aviv,59,41,38,45,44
06/03/2017,Tiberias,55,39,36,35,40
06/03/2017,Zefat,54,39,39,42,38
07/03/2017,Afula,36,49,44,49,54
07/03/2017,Ashdod,70,80,79,80,88
07/03/2017,Beer Sheva,21,50,43,50,46
07/03/2017,Bet Shean,29,34,32,34,32
07/03/2017,Elat,21,32,30,32,21
07/03/2017,En Gedi,30,58,54,58,43
07/03/2017,Haifa,37,75,64,75,74
07/03/2017,Jerusalem,33,64,62,64,56
07/03/2017,Lod,23,56,57,56,64
07/03/2017,Mizpe Ramon,26,48,45,48,48
07/03/2017,Nazareth,40,65,64,65,50
07/03/2017,Qazrin,39,47,46,47,56
07/03/2017,Tel Aviv,21,69,71,69,71
07/03/2017,Tiberias,34,34,33,34,54
07/03/2017,Zefat,51,40,41,40,45
08/03/2017,Afula,52,36,37,48,46
08/03/2017,Ashdod,76,63,60,72,67
08/03/2017,Beer Sheva,50,24,17,26,19
08/03/2017,Bet Shean,41,34,35,31,35
08/03/2017,Elat,28,10,9,14,12
08/03/2017,En Gedi,38,50,50,31,39
08/03/2017,Haifa,74,65,69,70,64
08/03/2017,Jerusalem,56,33,32,25,42
08/03/2017,Lod,57,38,37,64,59
08/03/2017,Mizpe Ramon,43,13,11,16,21
08/03/2017,Nazareth,70,57,57,61,60
08/03/2017,Qazrin,37,31,39,54,58
08/03/2017,Tel Aviv,75,51,51,58,60
08/03/2017,Tiberias,40,34,28,52,65
08/03/2017,Zefat,47,43,38,43,66
09/03/2017,Afula,46,25,25,34,33
09/03/2017,Ashdod,59,32,58,67,65
09/03/2017,Beer Sheva,24,12,11,14,14
09/03/2017,Bet Shean,42,21,22,19,19
09/03/2017,Elat,24,12,17,30,12
09/03/2017,En Gedi,42,35,33,35,31
09/03/2017,Haifa,52,32,31,37,36
09/03/2017,Jerusalem,38,19,19,23,20
09/03/2017,Lod,28,20,21,22,23
09/03/2017,Mizpe Ramon,26,13,13,15,14
09/03/2017,Nazareth,42,25,26,31,31
09/03/2017,Qazrin,53,22,22,34,36
09/03/2017,Tel Aviv,49,20,21,19,18
09/03/2017,Tiberias,58,25,27,32,38
09/03/2017,Zefat,28,24,25,34,34
10/03/2017,Afula,36,63,58,45,58
10/03/2017,Ashdod,15,75,60,87,97
10/03/2017,Beer Sheva,11,50,41,61,32
10/03/2017,Bet Shean,25,46,43,30,29
10/03/2017,Elat,15,36,35,20,20
10/03/2017,En Gedi,31,57,60,37,29
10/03/2017,Haifa,25,78,70,77,52
10/03/2017,Jerusalem,19,52,51,48,43
10/03/2017,Lod,12,60,53,64,52
10/03/2017,Mizpe Ramon,11,37,42,48,35
10/03/2017,Nazareth,26,62,60,43,34
10/03/2017,Qazrin,30,48,48,34,35
10/03/2017,Tel Aviv,12,71,61,68,65
10/03/2017,Tiberias,28,42,35,35,34
10/03/2017,Zefat,36,58,56,42,37
11/03/2017,Afula,56,54,49,51,48
11/03/2017,Ashdod,61,59,49,65,66
11/03/2017,Beer Sheva,51,33,31,31,31
11/03/2017,Bet Shean,51,40,39,36,35
11/03/2017,Elat,19,36,29,33,25
11/03/2017,En Gedi,34,38,40,28,25
11/03/2017,Haifa,66,57,63,60,60
11/03/2017,Jerusalem,54,44,47,51,50
11/03/2017,Lod,59,47,47,48,48
11/03/2017,Mizpe Ramon,43,32,31,38,30
11/03/2017,Nazareth,56,59,72,54,54
11/03/2017,Qazrin,55,71,58,55,56
11/03/2017,Tel Aviv,61,52,51,52,46
11/03/2017,Tiberias,52,57,52,49,49
11/03/2017,Zefat,65,72,62,68,64
12/03/2017,Afula,52,51,44,43,52
12/03/2017,Ashdod,67,66,50,67,59
12/03/2017,Beer Sheva,36,22,18,16,16
12/03/2017,Bet Shean,39,30,33,25,26
12/03/2017,Elat,31,38,34,41,44
12/03/2017,En Gedi,24,47,48,26,26
12/03/2017,Haifa,62,55,64,59,47
12/03/2017,Jerusalem,57,30,24,23,23
12/03/2017,Lod,51,47,25,38,36
12/03/2017,Mizpe Ramon,37,15,16,18,16
12/03/2017,Nazareth,56,53,59,49,47
12/03/2017,Qazrin,54,39,37,50,55
12/03/2017,Tel Aviv,56,48,45,46,40
12/03/2017,Tiberias,44,51,46,44,44
12/03/2017,Zefat,76,57,48,49,48
13/03/2017,Afula,46,62,65,60,57
13/03/2017,Ashdod,72,83,75,70,85
13/03/2017,Beer Sheva,17,69,69,56,51
13/03/2017,Bet Shean,31,51,54,44,41
13/03/2017,Elat,52,29,29,28,21
13/03/2017,En Gedi,33,47,60,36,30
13/03/2017,Haifa,61,67,67,69,66
13/03/2017,Jerusalem,24,93,92,57,74
13/03/2017,Lod,48,78,73,60,71
13/03/2017,Mizpe Ramon,17,35,41,42,46
13/03/2017,Nazareth,49,67,67,67,66
13/03/2017,Qazrin,48,65,85,64,68
13/03/2017,Tel Aviv,61,61,64,61,61
13/03/2017,Tiberias,45,63,63,52,55
13/03/2017,Zefat,78,74,74,69,67
14/03/2017,Afula,64,53,53,53,55
14/03/2017,Ashdod,82,76,59,81,79
14/03/2017,Beer Sheva,44,54,66,51,50
14/03/2017,Bet Shean,42,55,46,39,39
14/03/2017,Elat,21,26,25,23,25
14/03/2017,En Gedi,41,47,48,38,38
14/03/2017,Haifa,66,56,57,59,63
14/03/2017,Jerusalem,90,68,70,57,62
14/03/2017,Lod,70,67,60,68,61
14/03/2017,Mizpe Ramon,38,36,36,38,37
14/03/2017,Nazareth,73,55,55,59,60
14/03/2017,Qazrin,66,59,58,64,70
14/03/2017,Tel Aviv,67,58,56,70,57
14/03/2017,Tiberias,50,55,55,50,49
14/03/2017,Zefat,71,59,59,62,61
15/03/2017,Afula,66,59,88,53,73
15/03/2017,Ashdod,68,77,80,74,72
15/03/2017,Beer Sheva,52,42,45,44,52
15/03/2017,Bet Shean,62,41,74,31,51
15/03/2017,Elat,23,25,26,21,27
15/03/2017,En Gedi,30,42,43,41,37
15/03/2017,Haifa,68,80,86,68,89
15/03/2017,Jerusalem,69,52,71,57,69
15/03/2017,Lod,62,56,83,58,64
15/03/2017,Mizpe Ramon,32,34,39,37,41
15/03/2017,Nazareth,71,68,89,59,89
15/03/2017,Qazrin,85,49,94,54,73
15/03/2017,Tel Aviv,69,64,76,63,73
15/03/2017,Tiberias,77,51,80,54,71
15/03/2017,Zefat,75,74,86,76,82
16/03/2017,Afula,67,56,60,43,55
16/03/2017,Ashdod,73,57,51,68,71
16/03/2017,Beer Sheva,54,48,53,46,47
16/03/2017,Bet Shean,40,46,44,35,40
16/03/2017,Elat,26,33,33,29,31
16/03/2017,En Gedi,34,48,50,38,37
16/03/2017,Haifa,72,61,62,54,64
16/03/2017,Jerusalem,50,46,58,52,58
16/03/2017,Lod,59,56,52,56,55
16/03/2017,Mizpe Ramon,22,37,35,42,46
16/03/2017,Nazareth,68,52,65,49,63
16/03/2017,Qazrin,49,54,64,51,69
16/03/2017,Tel Aviv,69,55,54,60,53
16/03/2017,Tiberias,45,46,59,36,55
16/03/2017,Zefat,78,46,63,57,58
17/03/2017,Afula,65,55,54,33,44
17/03/2017,Ashdod,63,67,58,67,72
17/03/2017,Beer Sheva,57,36,36,26,25
17/03/2017,Bet Shean,71,41,39,32,32
17/03/2017,Elat,29,25,17,13,14
17/03/2017,En Gedi,32,41,48,31,38
17/03/2017,Haifa,65,62,65,55,55
17/03/2017,Jerusalem,70,45,49,41,42
17/03/2017,Lod,53,52,58,45,49
17/03/2017,Mizpe Ramon,43,30,28,30,32
17/03/2017,Nazareth,59,57,57,40,43
17/03/2017,Qazrin,78,55,54,48,46
17/03/2017,Tel Aviv,55,57,62,54,64
17/03/2017,Tiberias,67,55,56,47,55
17/03/2017,Zefat,81,62,55,48,54
18/03/2017,Afula,62,48,51,48,45
18/03/2017,Ashdod,59,79,79,79,67
18/03/2017,Beer Sheva,30,24,35,24,27
18/03/2017,Bet Shean,48,30,35,30,19
18/03/2017,Elat,20,33,14,33,19
18/03/2017,En Gedi,40,46,48,46,26
18/03/2017,Haifa,59,65,70,65,71
18/03/2017,Jerusalem,55,37,41,37,22
18/03/2017,Lod,45,38,47,38,53
18/03/2017,Mizpe Ramon,26,25,23,25,12
18/03/2017,Nazareth,59,49,52,49,41
18/03/2017,Qazrin,67,43,47,43,41
18/03/2017,Tel Aviv,55,65,67,65,61
18/03/2017,Tiberias,53,52,50,52,34
18/03/2017,Zefat,87,45,46,45,44
19/03/2017,Afula,56,55,52,46,44
19/03/2017,Ashdod,81,62,57,66,71
19/03/2017,Beer Sheva,24,50,45,52,49
19/03/2017,Bet Shean,44,43,40,37,31
19/03/2017,Elat,30,32,34,26,27
19/03/2017,En Gedi,34,51,53,31,25
19/03/2017,Haifa,79,61,61,61,61
19/03/2017,Jerusalem,29,60,52,59,57
19/03/2017,Lod,50,54,52,56,61
19/03/2017,Mizpe Ramon,10,41,37,53,46
19/03/2017,Nazareth,47,54,53,55,50
19/03/2017,Qazrin,61,50,43,44,41
19/03/2017,Tel Aviv,72,59,58,58,63
19/03/2017,Tiberias,53,44,45,44,35
19/03/2017,Zefat,48,50,51,61,50
20/03/2017,Afula,54,63,62,60,53
20/03/2017,Ashdod,67,75,78,80,81
20/03/2017,Beer Sheva,44,37,38,47,49
20/03/2017,Bet Shean,43,48,46,51,46
20/03/2017,Elat,31,22,23,26,29
20/03/2017,En Gedi,31,49,46,35,32
20/03/2017,Haifa,60,73,69,74,68
20/03/2017,Jerusalem,60,79,60,67,57
20/03/2017,Lod,56,65,65,75,68
20/03/2017,Mizpe Ramon,43,37,32,33,35
20/03/2017,Nazareth,62,65,64,72,64
20/03/2017,Qazrin,55,67,60,65,69
20/03/2017,Tel Aviv,58,74,71,81,75
20/03/2017,Tiberias,36,59,58,62,58
20/03/2017,Zefat,60,72,66,78,74
21/03/2017,Afula,56,55,51,46,44
21/03/2017,Ashdod,68,75,79,76,77
21/03/2017,Beer Sheva,39,29,35,33,34
21/03/2017,Bet Shean,44,40,39,36,36
21/03/2017,Elat,27,16,28,17,18
21/03/2017,En Gedi,29,42,49,29,37
21/03/2017,Haifa,66,74,76,69,68
21/03/2017,Jerusalem,68,48,52,44,46
21/03/2017,Lod,58,52,55,52,56
21/03/2017,Mizpe Ramon,34,27,29,21,32
21/03/2017,Nazareth,65,62,58,56,55
21/03/2017,Qazrin,66,61,54,54,56
21/03/2017,Tel Aviv,67,66,71,60,66
21/03/2017,Tiberias,48,54,48,69,60
21/03/2017,Zefat,73,66,55,57,50
22/03/2017,Afula,50,67,64,40,57
22/03/2017,Ashdod,69,71,75,73,85
22/03/2017,Beer Sheva,33,54,59,36,48
22/03/2017,Bet Shean,50,50,48,36,44
22/03/2017,Elat,25,29,28,24,21
22/03/2017,En Gedi,37,52,55,47,50
22/03/2017,Haifa,67,72,79,67,61
22/03/2017,Jerusalem,50,67,75,41,49
22/03/2017,Lod,44,59,71,65,68
22/03/2017,Mizpe Ramon,26,36,37,32,36
22/03/2017,Nazareth,68,70,75,47,57
22/03/2017,Qazrin,67,64,54,44,52
22/03/2017,Tel Aviv,64,58,74,65,75
22/03/2017,Tiberias,57,60,59,57,47
22/03/2017,Zefat,69,64,62,52,58
23/03/2017,Afula,45,60,60,46,35
23/03/2017,Ashdod,73,79,82,78,86
23/03/2017,Beer Sheva,32,42,36,38,30
23/03/2017,Bet Shean,40,45,51,32,28
23/03/2017,Elat,28,34,37,19,31
23/03/2017,En Gedi,33,46,44,43,31
23/03/2017,Haifa,65,68,73,66,58
23/03/2017,Jerusalem,29,42,45,44,40
23/03/2017,Lod,56,52,60,46,52
23/03/2017,Mizpe Ramon,43,38,28,28,30
23/03/2017,Nazareth,41,63,62,53,35
23/03/2017,Qazrin,46,56,54,52,54
23/03/2017,Tel Aviv,63,61,69,59,62
23/03/2017,Tiberias,58,52,57,47,51
23/03/2017,Zefat,47,61,49,58,46
24/03/2017,Afula,47,45,47,29,34
24/03/2017,Ashdod,78,77,78,76,80
24/03/2017,Beer Sheva,47,45,46,47,45
24/03/2017,Bet Shean,33,40,37,19,27
24/03/2017,Elat,18,29,27,25,26
24/03/2017,En Gedi,32,52,48,34,38
24/03/2017,Haifa,74,57,61,54,56
24/03/2017,Jerusalem,43,41,55,58,59
24/03/2017,Lod,45,50,56,56,55
24/03/2017,Mizpe Ramon,27,33,48,33,49
24/03/2017,Nazareth,46,51,51,42,39
24/03/2017,Qazrin,87,52,51,41,44
24/03/2017,Tel Aviv,61,62,66,67,58
24/03/2017,Tiberias,79,47,39,49,51
24/03/2017,Zefat,89,41,51,46,48
25/03/2017,Afula,56,48,47,25,31
25/03/2017,Ashdod,70,78,87,81,86
25/03/2017,Beer Sheva,41,39,43,34,50
25/03/2017,Bet Shean,38,24,28,18,25
25/03/2017,Elat,28,28,28,23,23
25/03/2017,En Gedi,36,49,47,31,26
25/03/2017,Haifa,48,62,59,54,61
25/03/2017,Jerusalem,46,33,48,35,43
25/03/2017,Lod,52,49,55,50,54
25/03/2017,Mizpe Ramon,39,29,34,30,42
25/03/2017,Nazareth,42,52,56,40,42
25/03/2017,Qazrin,47,38,45,33,34
25/03/2017,Tel Aviv,61,59,63,67,63
25/03/2017,Tiberias,51,45,47,43,43
25/03/2017,Zefat,72,43,42,36,35
26/03/2017,Afula,32,39,45,28,35
26/03/2017,Ashdod,71,88,86,86,89
26/03/2017,Beer Sheva,46,24,28,33,37
26/03/2017,Bet Shean,26,26,30,18,29
26/03/2017,Elat,26,17,20,16,15
26/03/2017,En Gedi,36,38,46,25,22
26/03/2017,Haifa,29,55,59,56,66
26/03/2017,Jerusalem,49,26,27,35,35
26/03/2017,Lod,45,47,55,53,53
26/03/2017,Mizpe Ramon,38,19,20,17,17
26/03/2017,Nazareth,40,48,55,39,50
26/03/2017,Qazrin,34,30,35,30,27
26/03/2017,Tel Aviv,62,62,64,70,69
26/03/2017,Tiberias,40,28,32,33,31
26/03/2017,Zefat,51,39,41,35,35
27/03/2017,Afula,43,35,31,31,24
27/03/2017,Ashdod,77,79,67,83,92
27/03/2017,Beer Sheva,31,23,21,30,32
27/03/2017,Bet Shean,24,26,23,24,18
27/03/2017,Elat,21,24,19,19,15
27/03/2017,En Gedi,32,36,47,29,22
27/03/2017,Haifa,46,49,46,64,64
27/03/2017,Jerusalem,34,24,24,40,29
27/03/2017,Lod,51,42,42,55,51
27/03/2017,Mizpe Ramon,24,27,27,21,20
27/03/2017,Nazareth,48,38,34,52,45
27/03/2017,Qazrin,28,37,32,36,29
27/03/2017,Tel Aviv,61,61,54,67,71
27/03/2017,Tiberias,34,39,39,41,43
27/03/2017,Zefat,43,39,39,39,26
28/03/2017,Afula,43,49,49,38,39
28/03/2017,Ashdod,71,74,64,71,88
28/03/2017,Beer Sheva,32,29,38,37,43
28/03/2017,Bet Shean,35,36,35,37,32
28/03/2017,Elat,23,18,17,14,11
28/03/2017,En Gedi,27,32,37,27,26
28/03/2017,Haifa,51,54,63,55,55
28/03/2017,Jerusalem,39,33,32,52,53
28/03/2017,Lod,43,53,53,53,56
28/03/2017,Mizpe Ramon,33,23,20,19,20
28/03/2017,Nazareth,48,54,56,47,50
28/03/2017,Qazrin,45,49,53,45,43
28/03/2017,Tel Aviv,61,60,59,59,65
28/03/2017,Tiberias,46,52,54,50,51
28/03/2017,Zefat,53,49,52,47,58
29/03/2017,Afula,55,30,26,29,18
29/03/2017,Ashdod,66,74,51,71,75
29/03/2017,Beer Sheva,30,16,14,19,13
29/03/2017,Bet Shean,47,28,24,20,18
29/03/2017,Elat,16,15,15,13,13
29/03/2017,En Gedi,27,34,33,24,25
29/03/2017,Haifa,61,57,54,49,45
29/03/2017,Jerusalem,47,26,28,26,26
29/03/2017,Lod,52,37,29,42,37
29/03/2017,Mizpe Ramon,24,19,18,27,18
29/03/2017,Nazareth,63,45,39,39,25
29/03/2017,Qazrin,54,37,32,34,40
29/03/2017,Tel Aviv,59,55,52,44,39
29/03/2017,Tiberias,51,41,28,43,41
29/03/2017,Zefat,65,42,39,27,33
30/03/2017,Afula,27,31,22,13,13
30/03/2017,Ashdod,72,61,68,79,70
30/03/2017,Beer Sheva,15,20,22,22,14
30/03/2017,Bet Shean,26,26,17,14,13
30/03/2017,Elat,16,9,9,20,11
30/03/2017,En Gedi,35,34,33,26,20
30/03/2017,Haifa,60,39,35,31,43
30/03/2017,Jerusalem,29,26,13,23,17
30/03/2017,Lod,40,25,23,23,24
30/03/2017,Mizpe Ramon,17,21,13,16,15
30/03/2017,Nazareth,30,34,29,18,18
30/03/2017,Qazrin,34,38,26,26,23
30/03/2017,Tel Aviv,55,35,37,47,23
30/03/2017,Tiberias,50,40,18,38,39
30/03/2017,Zefat,49,40,28,18,20
31/03/2017,Afula,29,27,32,51,43
31/03/2017,Ashdod,73,86,87,84,82
31/03/2017,Beer Sheva,34,18,26,19,48
31/03/2017,Bet Shean,31,18,30,21,34
31/03/2017,Elat,10,15,17,17,15
31/03/2017,En Gedi,17,45,40,23,27
31/03/2017,Haifa,29,52,50,63,67
31/03/2017,Jerusalem,20,28,33,32,59
31/03/2017,Lod,38,39,40,57,59
31/03/2017,Mizpe Ramon,31,20,20,19,29
31/03/2017,Nazareth,32,46,40,57,59
31/03/2017,Qazrin,34,38,39,30,51
31/03/2017,Tel Aviv,48,61,61,66,66
31/03/2017,Tiberias,31,36,40,52,46
31/03/2017,Zefat,31,38,37,52,33
01/04/2017,Afula,32,47,52,50,53
01/04/2017,Ashdod,66,75,71,77,76
01/04/2017,Beer Sheva,19,43,31,47,40
01/04/2017,Bet Shean,28,34,31,40,41
01/04/2017,Elat,12,16,19,15,17
01/04/2017,En Gedi,37,32,31,24,23
01/04/2017,Haifa,41,67,62,60,65
01/04/2017,Jerusalem,28,46,45,56,54
01/04/2017,Lod,34,49,43,59,54
01/04/2017,Mizpe Ramon,20,28,27,33,31
01/04/2017,Nazareth,35,63,53,61,62
01/04/2017,Qazrin,31,38,42,64,52
01/04/2017,Tel Aviv,35,58,53,66,62
01/04/2017,Tiberias,40,43,40,78,46
01/04/2017,Zefat,36,50,46,53,53
02/04/2017,Afula,66,65,72,50,46
02/04/2017,Ashdod,73,80,81,82,82
02/04/2017,Beer Sheva,46,52,55,50,49
02/04/2017,Bet Shean,40,47,51,42,39
02/04/2017,Elat,16,21,19,17,21
02/04/2017,En Gedi,20,51,49,39,31
02/04/2017,Haifa,67,71,74,69,61
02/04/2017,Jerusalem,57,72,77,58,64
02/04/2017,Lod,55,73,73,61,59
02/04/2017,Mizpe Ramon,29,36,40,41,35
02/04/2017,Nazareth,57,73,73,65,62
02/04/2017,Qazrin,54,79,70,64,55
02/04/2017,Tel Aviv,64,68,72,65,73
02/04/2017,Tiberias,43,62,61,51,51
02/04/2017,Zefat,64,70,78,58,61
03/04/2017,Afula,67,53,60,48,49
03/04/2017,Ashdod,74,78,73,79,80
03/04/2017,Beer Sheva,52,43,42,47,43
03/04/2017,Bet Shean,47,40,45,36,38
03/04/2017,Elat,18,24,21,18,20
03/04/2017,En Gedi,35,49,53,35,37
03/04/2017,Haifa,77,65,70,65,68
03/04/2017,Jerusalem,83,53,55,43,59
03/04/2017,Lod,71,56,59,52,59
03/04/2017,Mizpe Ramon,45,37,39,28,36
03/04/2017,Nazareth,82,58,64,58,66
03/04/2017,Qazrin,83,52,62,58,66
03/04/2017,Tel Aviv,73,62,63,62,65
03/04/2017,Tiberias,80,48,55,47,52
03/04/2017,Zefat,83,51,64,58,64
04/04/2017,Afula,49,26,28,16,17
04/04/2017,Ashdod,71,80,79,74,76
04/04/2017,Beer Sheva,42,14,15,23,21
04/04/2017,Bet Shean,39,22,24,14,15
04/04/2017,Elat,22,9,10,13,14
04/04/2017,En Gedi,37,40,41,16,23
04/04/2017,Haifa,65,37,41,55,58
04/04/2017,Jerusalem,55,24,22,25,24
04/04/2017,Lod,58,23,23,41,40
04/04/2017,Mizpe Ramon,38,20,18,20,19
04/04/2017,Nazareth,66,27,29,20,22
04/04/2017,Qazrin,61,26,26,25,27
04/04/2017,Tel Aviv,62,33,41,58,51
04/04/2017,Tiberias,47,19,21,30,42
04/04/2017,Zefat,71,27,29,24,24
05/04/2017,Afula,24,22,21,13,13
05/04/2017,Ashdod,78,69,68,72,74
05/04/2017,Beer Sheva,17,13,12,19,16
05/04/2017,Bet Shean,19,17,16,13,13
05/04/2017,Elat,16,9,11,20,10
05/04/2017,En Gedi,30,19,18,12,12
05/04/2017,Haifa,61,23,22,17,18
05/04/2017,Jerusalem,25,19,18,21,17
05/04/2017,Lod,17,20,19,19,23
05/04/2017,Mizpe Ramon,21,10,9,8,9
05/04/2017,Nazareth,28,23,22,20,19
05/04/2017,Qazrin,32,22,21,24,23
05/04/2017,Tel Aviv,45,19,19,50,43
05/04/2017,Tiberias,27,27,27,33,29
05/04/2017,Zefat,39,24,24,21,21
06/04/2017,Afula,18,22,16,21,15
