Validity_date,City,Persist_value_wind,EC_wind_1,EC_wind_2,CO_wind_1,CO_wind_2,C3_wind_1,C3_wind_2,OH_wind_1,OH_wind_2
27/10/2016,Bet Shean,13,4,7,4,4,12,8,6,5
27/10/2016,Elat,8,5,6,7,9,17,10,10,14
27/10/2016,En Gedi,11,9,12,8,7,10,8,5,7
27/10/2016,Haifa,8,9,8,12,14,15,13,12,14
27/10/2016,Jerusalem,7,8,6,5,4,10,9,7,7
27/10/2016,Lod,6,10,6,7,9,8,7,5,6
27/10/2016,Mizpe Ramon,9,10,7,4,4,15,15,5,10
27/10/2016,Nazareth,10,7,7,8,6,13,9,4,4
27/10/2016,Qazrin,10,13,7,12,7,17,16,11,10
27/10/2016,Tel Aviv,10,9,9,5,14,8,10,11,15
27/10/2016,Tiberias,8,6,4,10,5,20,3,7,7
27/10/2016,Zefat,9,7,7,11,5,12,12,7,8
28/10/2016,Afula,10,6,5,3,9,7,7,5,12
28/10/2016,Ashdod,10,10,11,9,7,9,10,11,13
28/10/2016,Beer Sheva,17,8,7,10,7,10,9,8,10
28/10/2016,Bet Shean,15,6,6,3,5,6,9,9,12
28/10/2016,Elat,8,4,4,8,7,8,4,4,5
28/10/2016,En Gedi,21,10,3,2,4,9,12,8,6
28/10/2016,Haifa,8,7,7,6,6,11,10,10,8
28/10/2016,Jerusalem,12,7,6,5,4,6,11,5,9
28/10/2016,Lod,6,9,5,7,5,10,7,10,8
28/10/2016,Mizpe Ramon,19,8,10,7,6,9,10,6,7
28/10/2016,Nazareth,12,6,6,5,11,9,9,8,9
28/10/2016,Qazrin,17,8,5,8,10,9,9,6,7
28/10/2016,Tel Aviv,9,10,9,7,6,7,6,10,10
28/10/2016,Tiberias,7,4,3,5,5,6,7,4,7
28/10/2016,Zefat,15,5,4,6,5,8,8,6,8
29/10/2016,Afula,12,7,9,4,5,9,7.67,5,9
29/10/2016,Ashdod,11,9,10,9,9,8,9,11,8
29/10/2016,Beer Sheva,9,9,9,8,8,8,8,6,7
29/10/2016,Bet Shean,17,6,7,4,4,9,6.67,6,9
29/10/2016,Elat,6,8,9,10,12,12,9.67,9,8
29/10/2016,En Gedi,8,8,4,4,4,12,5,7,7
29/10/2016,Haifa,7,7,7,6,7,7,7.33,7,8
29/10/2016,Jerusalem,13,8,11,6,6,7,7.67,5,6
29/10/2016,Lod,5,6,8,7,8,10,8.67,9,10
29/10/2016,Mizpe Ramon,11,10,11,10,9,10,9,7,7
29/10/2016,Nazareth,15,8,10,8,9,8,9.67,9,10
29/10/2016,Qazrin,18,8,7,5,6,7,6.67,6,7
29/10/2016,Tel Aviv,9,10,9,8,7,8,8.33,8,9
29/10/2016,Tiberias,8,5,6,5,4,12,5.33,6,6
29/10/2016,Zefat,19,7,7,5,4,10,6,7,7
30/10/2016,Afula,8,8,8,10,10,9.33,9.33,10,10
30/10/2016,Ashdod,10,9,9,8,9,9,9,10,9
30/10/2016,Beer Sheva,6,8,10,12,11,10,10.33,10,10
30/10/2016,Bet Shean,14,8,8,9,9,9,9,10,10
30/10/2016,Elat,8,10,10,11,14,10,10.67,9,8
30/10/2016,En Gedi,10,6,7,5,5,5.67,6,6,6
30/10/2016,Haifa,7,6,6,7,8,6.33,7,6,7
30/10/2016,Jerusalem,7,9,10,10,9,9,9.33,8,9
30/10/2016,Lod,8,8,7,7,7,8.33,7.67,10,9
30/10/2016,Mizpe Ramon,11,12,11,12,10,10.33,10,7,9
30/10/2016,Nazareth,12,7,9,10,10,8.33,9.33,8,9
30/10/2016,Qazrin,10,9,10,6,8,9,9.67,12,11
30/10/2016,Tel Aviv,9,8,7,6,9,7.67,8.33,9,9
30/10/2016,Tiberias,5,6,7,2,4,5.67,6.67,9,9
30/10/2016,Zefat,7,6,6,8,7,7.67,7,9,8
31/10/2016,Afula,10,0,9,0,11,0,10.33,0,11
31/10/2016,Ashdod,9,0,10,0,11,0,10,0,9
31/10/2016,Beer Sheva,6,0,9,0,8,0,9,0,10
31/10/2016,Bet Shean,14,0,9,0,9,0,9.67,0,11
31/10/2016,Elat,8,0,10,0,12,0,9.67,0,7
31/10/2016,En Gedi,12,0,5,0,4,0,5,0,6
31/10/2016,Haifa,6,0,8,0,12,0,9.67,0,9
31/10/2016,Jerusalem,10,0,8,0,10,0,9,0,9
31/10/2016,Lod,7,0,8,0,8,0,8.33,0,9
31/10/2016,Mizpe Ramon,12,0,9,0,8,0,8.33,0,8
31/10/2016,Nazareth,14,0,9,0,11,0,9.67,0,9
31/10/2016,Qazrin,9,0,10,0,11,0,11,0,12
31/10/2016,Tel Aviv,7,0,9,0,10,0,9.67,0,10
31/10/2016,Tiberias,11,0,7,0,9,0,9,0,11
31/10/2016,Zefat,13,0,7,0,9,0,9,0,11
01/11/2016,Afula,10,13,0,11,0,13,0,15,0
01/11/2016,Ashdod,10,17,0,21,0,19.67,0,21,0
01/11/2016,Beer Sheva,6,15,0,17,0,16.67,0,18,0
01/11/2016,Bet Shean,12,10,0,12,0,12,0,14,0
01/11/2016,Elat,8,6,0,8,0,8,0,10,0
01/11/2016,En Gedi,8,13,0,9,0,14,0,20,0
01/11/2016,Haifa,8,16,0,19,0,18.67,0,21,0
01/11/2016,Jerusalem,9,16,0,22,0,19,0,19,0
01/11/2016,Lod,8,14,0,12,0,13.33,0,14,0
01/11/2016,Mizpe Ramon,6,13,0,12,0,13,0,14,0
01/11/2016,Nazareth,12,13,0,13,0,13.33,0,14,0
01/11/2016,Qazrin,11,13,0,9,0,13.33,0,18,0
01/11/2016,Tel Aviv,9,17,0,17,0,18,0,20,0
01/11/2016,Tiberias,9,7,0,7,0,8.67,0,12,0
01/11/2016,Zefat,17,8,0,8,0,9.33,0,12,0
02/11/2016,Afula,15,8,9,10,10,11,9.67,10,10
02/11/2016,Ashdod,0,12,13,12,12,21,13,15,14
02/11/2016,Beer Sheva,12,7,8,8,8,11,8.67,8,10
02/11/2016,Bet Shean,17,4,8,9,8,13,8.67,9,10
02/11/2016,Elat,6,9,8,10,11,11,9.67,10,10
02/11/2016,En Gedi,20,13,13,8,8,17,9.67,8,8
02/11/2016,Haifa,0,11,11,15,14,16,13.67,17,16
02/11/2016,Jerusalem,15,6,6,10,8,12,7.67,9,9
02/11/2016,Lod,0,6,7,7,6,13,7.67,10,10
02/11/2016,Mizpe Ramon,10,9,10,8,6,11,8,6,8
02/11/2016,Nazareth,23,9,10,9,9,11,10.67,14,13
02/11/2016,Qazrin,20,7,9,9,10,12,9.33,10,9
02/11/2016,Tel Aviv,0,11,13,15,13,13,13.33,14,14
02/11/2016,Tiberias,13,6,5,7,7,10,7,9,9
02/11/2016,Zefat,32,6,7,8,8,13,8.33,10,10
03/11/2016,Afula,9,10,10,10,7,13,14,9,8
03/11/2016,Ashdod,13,11,11,15,14,20,17,16,17
03/11/2016,Beer Sheva,9,8,8,8,9,13,10,5,6
03/11/2016,Bet Shean,13,4,5,4,5,12,13,5,8
03/11/2016,Elat,7,9,10,9,8,13,13,7,5
03/11/2016,En Gedi,29,13,12,8,7,11,12,6,5
03/11/2016,Haifa,11,11,12,12,12,17,17,10,11
03/11/2016,Jerusalem,9,9,6,4,4,13,7,8,7
03/11/2016,Lod,7,9,9,4,4,13,9,9,4
03/11/2016,Mizpe Ramon,8,11,11,10,9,9,12,7,8
03/11/2016,Nazareth,16,10,10,10,10,12,15,10,7
03/11/2016,Qazrin,13,11,11,12,12,15,16,12,12
03/11/2016,Tel Aviv,13,14,14,11,12,8,8,12,14
03/11/2016,Tiberias,12,6,5,5,6,12,11,10,9
03/11/2016,Zefat,15,8,8,5,7,9,10,10,9
04/11/2016,Afula,12,9,10,7,9,11,10,4,8
04/11/2016,Ashdod,11,12,12,10,11,14,15,13,13
04/11/2016,Beer Sheva,6,9,9,10,12,11,14,10,12
04/11/2016,Bet Shean,8,7,6,2,4,11,9,3,9
04/11/2016,Elat,7,9,8,11,11,14,17,10,10
04/11/2016,En Gedi,19,6,5,5,4,10,3,8,8
04/11/2016,Haifa,12,9,9,10,9,9,6,12,10
04/11/2016,Jerusalem,8,9,8,7,8,10,12,6,8
04/11/2016,Lod,9,10,8,8,9,10,12,9,10
04/11/2016,Mizpe Ramon,11,12,12,10,10,14,15,10,11
04/11/2016,Nazareth,20,10,10,8,9,12,11,8,8
04/11/2016,Qazrin,20,7,7,5,6,9,7,8,7
04/11/2016,Tel Aviv,14,11,11,8,10,11,8,12,12
04/11/2016,Tiberias,10,5,5,3,4,12,6,6,6
04/11/2016,Zefat,17,5,6,5,4,12,10,6,6
05/11/2016,Afula,9,8,8,7,7,9,12,9,8
05/11/2016,Ashdod,12,10,13,6,8,10,11,9,9
05/11/2016,Beer Sheva,8,7,7,9,9,10,12,9,8
05/11/2016,Bet Shean,14,8,7,5,4,8,10,4,8
05/11/2016,Elat,8,10,11,14,14,18,16,12,12
05/11/2016,En Gedi,11,9,4,5,5,14,9,7,7
05/11/2016,Haifa,9,8,9,6,7,8,8,10,11
05/11/2016,Jerusalem,10,9,8,7,7,8,12,6,6
05/11/2016,Lod,8,7,7,7,6,12,13,9,9
05/11/2016,Mizpe Ramon,11,11,10,10,9,13,13,9,8
05/11/2016,Nazareth,14,9,9,8,8,11,12,10,10
05/11/2016,Qazrin,12,7,7,5,6,7,10,8,9
05/11/2016,Tel Aviv,11,9,9,7,6,8,12,9,10
05/11/2016,Tiberias,5,5,7,2,2,3,12,6,7
05/11/2016,Zefat,12,6,6,5,5,12,14,6,7
06/11/2016,Afula,12,8,7,8,7,10,9,9,8
06/11/2016,Ashdod,13,8,7,9,6,11,8,7,8
06/11/2016,Beer Sheva,6,8,6,7,6,8,8,5,6
06/11/2016,Bet Shean,15,6,6,4,3,6,10,5,4
06/11/2016,Elat,7,10,10,13,14,15,14,11,11
06/11/2016,En Gedi,14,3,5,4,4,11,10,6,6
06/11/2016,Haifa,9,6,6,6,6,5,5,6,7
06/11/2016,Jerusalem,10,7,6,6,6,9,8,7,5
06/11/2016,Lod,7,6,5,7,6,8,11,8,9
06/11/2016,Mizpe Ramon,12,9,8,6,6,8,8,7,8
06/11/2016,Nazareth,14,9,9,9,9,10,12,10,9
06/11/2016,Qazrin,11,6,6,6,6,6,5,7,8
06/11/2016,Tel Aviv,9,6,7,7,6,6,8,8,6
06/11/2016,Tiberias,11,4,4,4,2,3,3,7,8
06/11/2016,Zefat,13,5,5,4,4,12,12,7,7
07/11/2016,Afula,9,5,6,3,3,7,4,2,3
07/11/2016,Ashdod,7,10,12,11,14,14,11,12,12
07/11/2016,Beer Sheva,5,7,7,6,5,8,8,4,4
07/11/2016,Bet Shean,13,4,5,2,3,5,7,2,2
07/11/2016,Elat,8,9,9,10,12,15,14,7,4
07/11/2016,En Gedi,6,7,8,5,4,10,10,4,5
07/11/2016,Haifa,6,6,7,6,8,7,10,9,9
07/11/2016,Jerusalem,8,3,6,4,2,6,8,2,3
07/11/2016,Lod,5,5,5,6,6,7,5,6,4
07/11/2016,Mizpe Ramon,8,5,5,5,3,5,5,3,5
07/11/2016,Nazareth,12,5,6,4,4,7,9,5,4
07/11/2016,Qazrin,9,4,4,5,5,6,10,4,4
07/11/2016,Tel Aviv,7,8,9,7,9,9,8,9,9
07/11/2016,Tiberias,6,3,3,5,3,9,7,5,5
07/11/2016,Zefat,13,5,4,4,4,5,5,5,5
08/11/2016,Afula,7,6,7,7.33,5,12,13,4,5
08/11/2016,Ashdod,12,9,10,10.33,12,13,10,9,11
08/11/2016,Beer Sheva,8,5,6,5,6,7,7,3,4
08/11/2016,Bet Shean,6,4,3,4.33,4,6,6,3,3
08/11/2016,Elat,8,6,7,7.33,10,13,14,3,4
08/11/2016,En Gedi,13,4,5,6.67,4,12,12,4,4
08/11/2016,Haifa,7,9,9,10.33,10,14,15,8,9
08/11/2016,Jerusalem,5,4,4,5.33,5,9,6,3,5
08/11/2016,Lod,5,7,7,8,7,9,5,8,6
08/11/2016,Mizpe Ramon,6,5,4,5,5,6,5,4,5
08/11/2016,Nazareth,9,7,8,8.67,7,14,12,5,5
08/11/2016,Qazrin,9,8,9,9.33,9,13,15,7,7
08/11/2016,Tel Aviv,9,9,9,7.67,8,7,6,7,8
08/11/2016,Tiberias,7,4,5,6.33,3,9,9,6,7
08/11/2016,Zefat,9,5,6,6.67,5,9,11,6,7
09/11/2016,Afula,7,9,9,6,5,15,16,8,7
09/11/2016,Ashdod,10,5,5,4,4,6,7,4,5
09/11/2016,Beer Sheva,6,7,7,4,3,14,11,8,7
09/11/2016,Bet Shean,7,4,5,3,2,5,4,3,7
09/11/2016,Elat,9,3,4,8,4,6,3,2,3
09/11/2016,En Gedi,8,6,6,4,6,9,11,3,3
09/11/2016,Haifa,9,12,11,4,2,22,20,11,5
09/11/2016,Jerusalem,5,7,5,3,2,8,7,8,5
09/11/2016,Lod,7,6,6,2,3,7,8,4,4
09/11/2016,Mizpe Ramon,5,7,7,5,3,8,10,4,4
09/11/2016,Nazareth,12,10,11,2,2,17,17,14,11
09/11/2016,Qazrin,17,10,10,4,5,18,18,10,8
09/11/2016,Tel Aviv,9,5,5,4,3,6,5,6,7
09/11/2016,Tiberias,6,5,5,3,3,9,9,11,10
09/11/2016,Zefat,15,8,8,6,5,12,12,11,11
10/11/2016,Afula,12,6,6,7,7,6,6,8,10
10/11/2016,Ashdod,5,10,8,8,9,12,11,10,8
10/11/2016,Beer Sheva,7,6,6,7,6,8,7,9,9
10/11/2016,Bet Shean,8,6,6,4,3,3,4,4,11
10/11/2016,Elat,9,5,5,8,8,7,9,4,5
10/11/2016,En Gedi,6,3,3,3,3,9,5,7,6
10/11/2016,Haifa,11,7,7,7,7,10,10,8,7
10/11/2016,Jerusalem,5,7,8,7,6,11,10,10,9
10/11/2016,Lod,6,6,5,6,6,8,7,5,8
10/11/2016,Mizpe Ramon,6,8,8,6,6,10,8,12,11
10/11/2016,Nazareth,21,6,6,7,7,9,9,6,7
10/11/2016,Qazrin,21,7,6,5,5,13,11,9,7
10/11/2016,Tel Aviv,5,9,8,6,6,7,7,5,6
10/11/2016,Tiberias,10,3,3,4,4,6,5,6,6
10/11/2016,Zefat,19,5,4,4,4,8,7,6,7
11/11/2016,Afula,9,8,9,8,9,7,7,7,7
11/11/2016,Ashdod,8,12,13,13,13,11,13,11,12
11/11/2016,Beer Sheva,7,7,8,8,9,9,11,7,9
11/11/2016,Bet Shean,6,6,6,5,4,10,7,7,8
11/11/2016,Elat,4,11,11,13,13,14,16,7,8
11/11/2016,En Gedi,5,8,10,6,8,11,11,5,5
11/11/2016,Haifa,7,8,9,9,10,8,8,9,11
11/11/2016,Jerusalem,8,6,7,5,5,8,7,5,7
11/11/2016,Lod,5,6,7,7,7,8,9,6,8
11/11/2016,Mizpe Ramon,7,8,8,8,7,8,9,7,5
11/11/2016,Nazareth,10,8,9,8,8,9,9,8,9
11/11/2016,Qazrin,13,6,7,7,7,6,6,8,8
11/11/2016,Tel Aviv,8,11,11,11,11,9,8,9,11
11/11/2016,Tiberias,6,4,6,6,5,8,6,6,5
11/11/2016,Zefat,13,5,6,7,8,10,8,6,6
12/11/2016,Afula,8,5,5,3,3,9,8,2,3
12/11/2016,Ashdod,13,12,12,13,14,16,16,14,13
12/11/2016,Beer Sheva,8,6,5,6,7,6,8,4,7
12/11/2016,Bet Shean,12,4,4,4,4,7,9,3,3
12/11/2016,Elat,11,9,9,10,10,13,15,7,7
12/11/2016,En Gedi,10,8,9,9,9,8,7,3,3
12/11/2016,Haifa,9,10,10,13,11,12,11,14,14
12/11/2016,Jerusalem,6,4,4,2,2,5,6,3,3
12/11/2016,Lod,7,8,8,7,7,7,8,6,7
12/11/2016,Mizpe Ramon,9,5,5,4,5,9,8,3,4
12/11/2016,Nazareth,11,5,4,3,3,5,4,3,5
12/11/2016,Qazrin,6,8,8,7,7,13,13,6,6
12/11/2016,Tel Aviv,11,12,12,13,14,12,12,15,13
12/11/2016,Tiberias,5,4,4,2,2,7,7,5,5
12/11/2016,Zefat,9,4,5,2,2,5,7,6,6
13/11/2016,Afula,9,7,7,8,8,9,8,5,7
13/11/2016,Ashdod,12,10,10,9,7,15,13,8,8
13/11/2016,Beer Sheva,5,6,7,8,8,7,11,7,10
13/11/2016,Bet Shean,8,6,6,4,4,9,11,5,8
13/11/2016,Elat,9,7,6,9,8,10,13,3,5
13/11/2016,En Gedi,13,3,3,2,2,5,6,5,3
13/11/2016,Haifa,10,7,8,9,9,9,7,8,5
13/11/2016,Jerusalem,6,5,7,5,4,9,12,5,4
13/11/2016,Lod,8,5,5,6,6,7,6,6,7
13/11/2016,Mizpe Ramon,6,7,9,6,6,9,10,5,3
13/11/2016,Nazareth,8,8,8,8,7,11,9,5,2
13/11/2016,Qazrin,13,6,6,4,5,8,7,6,5
13/11/2016,Tel Aviv,12,9,10,7,7,9,6,8,6
13/11/2016,Tiberias,5,3,4,5,4,3,4,6,5
13/11/2016,Zefat,10,4,3,3,3,8,8,6,5
14/11/2016,Afula,9,7,7,7,7,9,9,4,6
14/11/2016,Ashdod,10,13,12,12,11,15,13,12,10
14/11/2016,Beer Sheva,5,7,7,8,8,10,10,7,7
14/11/2016,Bet Shean,12,6,5,4,4,11,6,4,6
14/11/2016,Elat,9,9,9,10,11,12,16,7,6
14/11/2016,En Gedi,7,2,4,3,4,8,5,3,3
14/11/2016,Haifa,8,10,10,13,12,11,12,12,10
14/11/2016,Jerusalem,9,5,5,4,4,7,7,4,5
14/11/2016,Lod,5,6,6,7,7,7,6,7,8
14/11/2016,Mizpe Ramon,8,7,7,6,6,9,9,5,6
14/11/2016,Nazareth,13,7,7,5,7,8,10,4,6
14/11/2016,Qazrin,14,5,5,4,5,5,5,3,4
14/11/2016,Tel Aviv,10,11,11,11,10,10,9,10,10
14/11/2016,Tiberias,5,3,4,6,5,3,4,4,4
14/11/2016,Zefat,11,4,3,4,3,6,8,3,4
15/11/2016,Afula,8,9,8,11,11,10,10,12,11
15/11/2016,Ashdod,12,9,10,9,10,13,16,10,9
15/11/2016,Beer Sheva,5,7,8,10,7,9,7,11,11
15/11/2016,Bet Shean,8,7,7,9,8,8,10,12,11
15/11/2016,Elat,10,8,9,12,12,9,14,8,9
15/11/2016,En Gedi,7,6,6,6,5,11,10,7,7
15/11/2016,Haifa,10,8,7,9,12,8,7,12,10
15/11/2016,Jerusalem,5,10,10,10,9,14,12,10,10
15/11/2016,Lod,6,7,7,7,7,6,8,9,9
15/11/2016,Mizpe Ramon,6,10,11,9,9,11,11,8,7
15/11/2016,Nazareth,10,9,9,10,10,11,10,10,10
15/11/2016,Qazrin,9,7,8,11,12,9,8,7,7
15/11/2016,Tel Aviv,11,7,8,7,7,7,7,11,10
15/11/2016,Tiberias,5,4,4,8,9,8,12,9,7
15/11/2016,Zefat,5,6,5,10,10,14,11,7,7
16/11/2016,Afula,9,11,11,12,12,13,13,15,15
16/11/2016,Ashdod,10,13,13,14,14,22,18,16,15
16/11/2016,Beer Sheva,6,10,10,12,12,13,14,14,15
16/11/2016,Bet Shean,7,9,9,10,10,11,13,15,15
16/11/2016,Elat,9,9,9,10,11,10,12,11,11
16/11/2016,En Gedi,6,11,11,4,3,19,12,13,14
16/11/2016,Haifa,7,11,11,14,13,16,14,17,16
16/11/2016,Jerusalem,11,10,10,13,13,14,16,15,17
16/11/2016,Lod,7,11,10,10,11,10,12,12,11
16/11/2016,Mizpe Ramon,11,11,10,9,11,15,15,11,12
16/11/2016,Nazareth,15,10,10,12,12,11,12,14,14
16/11/2016,Qazrin,10,13,13,13,12,14,12,14,14
16/11/2016,Tel Aviv,8,12,11,13,13,11,9,16,15
16/11/2016,Tiberias,6,9,9,9,9,13,15,14,14
16/11/2016,Zefat,12,10,10,10,9,14,15,14,14
17/11/2016,Afula,15,6,7,8,8,7.67,7,9,10
17/11/2016,Ashdod,13,6,6,5,6,5.67,12,6,8
17/11/2016,Beer Sheva,9,7,5,5,5,6,8,6,6
17/11/2016,Bet Shean,13,6,5,6,5,7,10,9,10
17/11/2016,Elat,7,12,12,14,14,12.67,16,12,11
17/11/2016,En Gedi,12,6,8,5,6,6,15,7,7
17/11/2016,Haifa,11,6,7,6,10,7,7,9,9
17/11/2016,Jerusalem,16,7,6,8,6,7,7,6,9
17/11/2016,Lod,10,5,5,5,6,5.33,8,6,6
17/11/2016,Mizpe Ramon,6,8,8,6,6,7,9,7,8
17/11/2016,Nazareth,16,8,7,7,3,7.67,7,8,9
17/11/2016,Qazrin,14,6,7,4,5,6,6,8,8
17/11/2016,Tel Aviv,11,7,7,6,7,6.67,8,7,10
17/11/2016,Tiberias,11,3,4,5,6,4.67,8,6,8
17/11/2016,Zefat,25,5,4,4,5,6,7,9,10
18/11/2016,Afula,9,8,7,9,11,14,9.33,10,10
18/11/2016,Ashdod,6,16,16,18,20,23,18.33,19,19
18/11/2016,Beer Sheva,5,6,6,7,7,8,5.33,4,3
18/11/2016,Bet Shean,13,6,5,9,8,14,6.67,10,7
18/11/2016,Elat,10,10,10,10,10,13,9.33,8,8
18/11/2016,En Gedi,17,12,13,7,12,14,10,5,5
18/11/2016,Haifa,7,10,10,12,11,13,11.33,12,13
18/11/2016,Jerusalem,8,9,8,5,6,10,7.33,7,8
18/11/2016,Lod,5,7,6,5,5,9,5.33,7,5
18/11/2016,Mizpe Ramon,10,6,6,7,6,8,5.67,8,5
18/11/2016,Nazareth,10,8,7,10,9,14,7,5,5
18/11/2016,Qazrin,9,17,16,19,18,20,15.33,13,12
18/11/2016,Tel Aviv,7,14,14,11,11,10,12.67,13,13
18/11/2016,Tiberias,9,5,8,9,7,16,9.33,9,13
18/11/2016,Zefat,12,6,6,7,7,14,8,13,11
19/11/2016,Afula,12,13,13,14,15,17,19,13,13
19/11/2016,Ashdod,16,6,6,5,6,7,7,10,9
19/11/2016,Beer Sheva,4,4,5,6,5,19,17,5,3
19/11/2016,Bet Shean,15,5,6,7,7,15,17,13,9
19/11/2016,Elat,10,7,7,7,6,13,12,5,5
19/11/2016,En Gedi,19,13,13,12,13,12,12,6,6
19/11/2016,Haifa,10,14,14,19,19,21,20,12,8
19/11/2016,Jerusalem,9,10,10,10,10,12,13,8,9
19/11/2016,Lod,6,14,15,12,9,15,12,10,9
19/11/2016,Mizpe Ramon,7,6,5,3,3,7,8,4,4
19/11/2016,Nazareth,14,13,13,14,14,17,19,15,12
19/11/2016,Qazrin,25,15,15,16,17,21,20,15,15
19/11/2016,Tel Aviv,14,9,7,9,8,8,8,10,10
19/11/2016,Tiberias,15,7,6,9,8,13,12,15,15
19/11/2016,Zefat,17,8,6,10,9,12,15,16,15
20/11/2016,Afula,16,14,14,14,15,18,14.33,14,14
20/11/2016,Ashdod,6,7,6,7,6,8,7.33,10,10
20/11/2016,Beer Sheva,9,12,11,5,3,19,8,10,10
20/11/2016,Bet Shean,11,5,6,11,10,16,8.33,9,9
20/11/2016,Elat,8,7,7,9,9,11,8,5,8
20/11/2016,En Gedi,16,13,13,13,13,11,10,7,4
20/11/2016,Haifa,14,15,15,21,20,24,16.67,16,15
20/11/2016,Jerusalem,9,11,11,10,9,10,10,10,10
20/11/2016,Lod,15,16,15,14,12,17,13.33,12,13
20/11/2016,Mizpe Ramon,8,7,5,5,3,7,4,6,4
20/11/2016,Nazareth,26,14,15,15,15,20,15.33,16,16
20/11/2016,Qazrin,25,17,16,19,19,25,17,17,16
20/11/2016,Tel Aviv,7,8,8,9,9,9,9.67,10,12
20/11/2016,Tiberias,13,8,8,12,11,17,12,17,17
20/11/2016,Zefat,23,8,8,12,11,14,12,16,17
21/11/2016,Afula,17,14,14,15,15,19,19,14,15
21/11/2016,Ashdod,6,9,10,6,6,9,12,13,12
21/11/2016,Beer Sheva,11,11,12,12,13,21,19,14,16
21/11/2016,Bet Shean,10,5,7,12,12,17,17,10,11
21/11/2016,Elat,9,7,7,10,9,12,11,5,5
21/11/2016,En Gedi,17,13,14,11,12,15,15,7,8
21/11/2016,Haifa,15,15,16,23,24,23,24,18,21
21/11/2016,Jerusalem,11,11,11,9,10,12,12,11,14
21/11/2016,Lod,15,18,18,16,17,18,18,20,21
21/11/2016,Mizpe Ramon,7,7,6,5,5,9,8,5,8
21/11/2016,Nazareth,23,14,15,15,15,21,22,17,19
21/11/2016,Qazrin,24,17,17,19,18,27,25,19,19
21/11/2016,Tel Aviv,8,8,9,10,10,9,9,13,14
21/11/2016,Tiberias,13,8,9,12,12,17,18,19,19
21/11/2016,Zefat,23,9,9,12,12,17,16,17,18
22/11/2016,Afula,15,15,15,16,17,19,15.67,15,15
22/11/2016,Ashdod,10,11,10,9,14,16,13,13,15
22/11/2016,Beer Sheva,11,13,14,14,15,20,14.33,13,14
22/11/2016,Bet Shean,13,5,7,12,13,17,10,9,10
22/11/2016,Elat,9,7,7,7,7,8,6.67,6,6
22/11/2016,En Gedi,16,15,16,14,14,16,12.33,7,7
22/11/2016,Haifa,16,16,17,22,23,26,20.33,21,21
22/11/2016,Jerusalem,11,11,12,11,10,15,12,14,14
22/11/2016,Lod,18,17,18,17,19,22,19,19,20
22/11/2016,Mizpe Ramon,6,8,7,6,7,8,7,8,7
22/11/2016,Nazareth,25,16,16,16,17,23,17,18,18
22/11/2016,Qazrin,27,17,18,20,21,26,19.67,19,20
22/11/2016,Tel Aviv,9,10,10,12,12,11,12.33,14,15
22/11/2016,Tiberias,13,9,9,13,13,19,14,15,20
22/11/2016,Zefat,23,9,9,14,14,16,14.33,16,20
23/11/2016,Afula,18,15,15,19,19,19,20,17,16
23/11/2016,Ashdod,10,12,14,13,16,19,18,13,14
23/11/2016,Beer Sheva,12,13,16,16,18,23,24,13,18
23/11/2016,Bet Shean,11,5,6,12,11,15,14,11,11
23/11/2016,Elat,10,11,10,6,7,13,15,7,8
23/11/2016,En Gedi,18,12,14,10,13,16,17,8,13
23/11/2016,Haifa,17,17,19,25,26,26,27,22,25
23/11/2016,Jerusalem,11,13,14,12,12,15,17,11,13
23/11/2016,Lod,18,19,20,18,18,24,23,18,17
23/11/2016,Mizpe Ramon,7,9,10,8,9,13,14,10,11
23/11/2016,Nazareth,27,16,17,18,18,22,23,19,21
23/11/2016,Qazrin,26,17,16,21,20,25,25,19,18
23/11/2016,Tel Aviv,10,10,10,13,14,14,14,16,16
23/11/2016,Tiberias,15,10,9,12,10,18,18,17,16
23/11/2016,Zefat,25,10,10,13,12,16,17,19,18
24/11/2016,Afula,18,15,15,17,17,22,22,17,17
24/11/2016,Ashdod,14,8,8,13,16,21,27,16,16
24/11/2016,Beer Sheva,13,17,17,19,19,30,28,17,18
24/11/2016,Bet Shean,13,10,10,11,13,18,16,12,13
24/11/2016,Elat,9,14,9,8,6,21,19,10,12
24/11/2016,En Gedi,23,15,16,12,12,18,17,12,11
24/11/2016,Haifa,19,19,19,21,21,29,30,19,22
24/11/2016,Jerusalem,11,15,15,16,15,16,15,11,12
24/11/2016,Lod,20,25,26,18,15,25,26,22,18
24/11/2016,Mizpe Ramon,9,12,12,11,11,13,14,10,11
24/11/2016,Nazareth,25,17,16,17,18,21,21,21,21
24/11/2016,Qazrin,30,17,17,19,18,27,28,20,20
24/11/2016,Tel Aviv,10,10,10,15,14,8,11,16,17
24/11/2016,Tiberias,18,9,9,13,12,14,12,15,15
24/11/2016,Zefat,24,10,10,14,14,14,15,20,20
25/11/2016,Afula,18,14,14,15,14,17,20,15,14
25/11/2016,Ashdod,8,10,9,6,7,15,12,12,12
25/11/2016,Beer Sheva,15,11,11,11,12,24,20,13,13
25/11/2016,Bet Shean,12,8,9,8,7,9,8,8,8
25/11/2016,Elat,10,7,7,5,5,13,13,7,6
25/11/2016,En Gedi,19,14,14,13,13,16,14,8,8
25/11/2016,Haifa,19,17,19,20,20,28,27,17,18
25/11/2016,Jerusalem,14,12,12,11,11,12,11,11,11
