Time,Basis_date,Validity_date,City,Persist_value_minTemp,EC_minTemp,CO_minTemp,C3_minTemp,OH_minTemp
2,01/12/2016,02/12/2016,Zefat,6,9,10,8,11
1,03/12/2016,03/12/2016,Afula,10,9,13,11.33,12
2,02/12/2016,03/12/2016,Afula,10,9,13,11,11
1,03/12/2016,03/12/2016,Ashdod,14,15,13,13.67,13
2,02/12/2016,03/12/2016,Ashdod,14,15,14,14,13
1,03/12/2016,03/12/2016,Beer Sheva,10,10,12,10.67,10
2,02/12/2016,03/12/2016,Beer Sheva,10,10,12,10.67,10
1,03/12/2016,03/12/2016,Bet Shean,11,9,13,11.33,12
2,02/12/2016,03/12/2016,Bet Shean,11,10,13,12,13
1,03/12/2016,03/12/2016,Elat,11,13,14,13,12
2,02/12/2016,03/12/2016,Elat,11,13,14,13,12
1,03/12/2016,03/12/2016,En Gedi,18,17,19,18.33,19
2,02/12/2016,03/12/2016,En Gedi,18,17,19,18.33,19
1,03/12/2016,03/12/2016,Haifa,13,11,14,12.33,12
2,02/12/2016,03/12/2016,Haifa,13,12,14,12.67,12
1,03/12/2016,03/12/2016,Jerusalem,8,10,11,10.33,10
2,02/12/2016,03/12/2016,Jerusalem,8,9,11,10,10
1,03/12/2016,03/12/2016,Lod,13,11,13,11.67,11
2,02/12/2016,03/12/2016,Lod,13,11,13,11.67,11
1,03/12/2016,03/12/2016,Mizpe Ramon,8,7,10,9,10
2,02/12/2016,03/12/2016,Mizpe Ramon,8,6,10,8.67,10
1,03/12/2016,03/12/2016,Nazareth,10,11,12,11,10
2,02/12/2016,03/12/2016,Nazareth,10,11,12,11,10
1,03/12/2016,03/12/2016,Qazrin,10,11,12,11.33,11
2,02/12/2016,03/12/2016,Qazrin,10,11,12,11.33,11
1,03/12/2016,03/12/2016,Tel Aviv,13,11,13,11.67,11
2,02/12/2016,03/12/2016,Tel Aviv,13,11,13,12.33,13
1,03/12/2016,03/12/2016,Tiberias,13,12,14,12.67,12
2,02/12/2016,03/12/2016,Tiberias,13,12,14,13.67,15
1,03/12/2016,03/12/2016,Zefat,6,9,11,10,10
2,02/12/2016,03/12/2016,Zefat,6,10,11,10.67,11
1,04/12/2016,04/12/2016,Afula,7,10,14,11.67,11
2,03/12/2016,04/12/2016,Afula,7,11,14,12.33,12
1,04/12/2016,04/12/2016,Ashdod,13,14,14,13.33,12
2,03/12/2016,04/12/2016,Ashdod,13,15,14,14,13
1,04/12/2016,04/12/2016,Beer Sheva,8,9,12,10,9
2,03/12/2016,04/12/2016,Beer Sheva,8,9,12,10.33,10
1,04/12/2016,04/12/2016,Bet Shean,9,10,14,12.33,13
2,03/12/2016,04/12/2016,Bet Shean,9,10,15,13,14
1,04/12/2016,04/12/2016,Elat,13,14,13,13.33,13
2,03/12/2016,04/12/2016,Elat,13,14,14,13.67,13
1,04/12/2016,04/12/2016,En Gedi,19,17,19,18.33,19
2,03/12/2016,04/12/2016,En Gedi,19,17,19,18.33,19
1,04/12/2016,04/12/2016,Haifa,12,13,15,13.67,13
2,03/12/2016,04/12/2016,Haifa,12,13,15,14,14
1,04/12/2016,04/12/2016,Jerusalem,9,10,11,10.33,10
2,03/12/2016,04/12/2016,Jerusalem,9,10,12,10.67,10
1,04/12/2016,04/12/2016,Lod,10,10,14,11.67,11
2,03/12/2016,04/12/2016,Lod,10,10,14,11.67,11
1,04/12/2016,04/12/2016,Mizpe Ramon,7,9,10,9.67,10
2,03/12/2016,04/12/2016,Mizpe Ramon,7,10,10,10,10
1,04/12/2016,04/12/2016,Nazareth,11,12,13,12,11
2,03/12/2016,04/12/2016,Nazareth,11,12,13,12.33,12
1,04/12/2016,04/12/2016,Qazrin,10,12,13,12.33,12
2,03/12/2016,04/12/2016,Qazrin,10,12,13,12.67,13
1,04/12/2016,04/12/2016,Tel Aviv,13,10,13,11.33,11
2,03/12/2016,04/12/2016,Tel Aviv,13,10,13,12,13
1,04/12/2016,04/12/2016,Tiberias,12,13,14,14,15
2,03/12/2016,04/12/2016,Tiberias,12,13,16,15,16
1,04/12/2016,04/12/2016,Zefat,8,10,11,10.67,11
2,03/12/2016,04/12/2016,Zefat,8,10,12,11.67,13
1,05/12/2016,05/12/2016,Afula,9,10,13,10,12
2,04/12/2016,05/12/2016,Afula,9,10,13,10,12
1,05/12/2016,05/12/2016,Ashdod,11,15,14,15,13
2,04/12/2016,05/12/2016,Ashdod,11,15,14,12,13
1,05/12/2016,05/12/2016,Beer Sheva,6,9,11,12,10
2,04/12/2016,05/12/2016,Beer Sheva,6,10,11,12,10
1,05/12/2016,05/12/2016,Bet Shean,11,10,14,13,14
2,04/12/2016,05/12/2016,Bet Shean,11,10,13,12,14
1,05/12/2016,05/12/2016,Elat,13,14,13,11,13
2,04/12/2016,05/12/2016,Elat,13,14,14,12,12
1,05/12/2016,05/12/2016,En Gedi,18,17,17,15,19
2,04/12/2016,05/12/2016,En Gedi,18,18,18,14,19
1,05/12/2016,05/12/2016,Haifa,14,12,14,13,12
2,04/12/2016,05/12/2016,Haifa,14,10,14,12,12
1,05/12/2016,05/12/2016,Jerusalem,10,9,10,10,10
2,04/12/2016,05/12/2016,Jerusalem,10,8,10,9,10
1,05/12/2016,05/12/2016,Lod,9,11,13,14,12
2,04/12/2016,05/12/2016,Lod,9,11,13,11,12
1,05/12/2016,05/12/2016,Mizpe Ramon,7,7,10,10,10
2,04/12/2016,05/12/2016,Mizpe Ramon,7,7,10,8,10
1,05/12/2016,05/12/2016,Nazareth,12,10,12,10,11
2,04/12/2016,05/12/2016,Nazareth,12,9,12,10,11
1,05/12/2016,05/12/2016,Qazrin,12,9,12,10,10
2,04/12/2016,05/12/2016,Qazrin,12,9,11,9,10
1,05/12/2016,05/12/2016,Tel Aviv,11,11,13,13,12
2,04/12/2016,05/12/2016,Tel Aviv,11,10,13,11,12
1,05/12/2016,05/12/2016,Tiberias,14,10,14,12,11
2,04/12/2016,05/12/2016,Tiberias,14,11,15,11,15
1,05/12/2016,05/12/2016,Zefat,9,8,11,9,11
2,04/12/2016,05/12/2016,Zefat,9,8,11,8,10
1,06/12/2016,06/12/2016,Afula,7,9,12,9,12
2,05/12/2016,06/12/2016,Afula,7,10,12,10,12
1,06/12/2016,06/12/2016,Ashdod,13,12,14,7,13
2,05/12/2016,06/12/2016,Ashdod,13,14,14,12,13
1,06/12/2016,06/12/2016,Beer Sheva,7,9,12,11,10
2,05/12/2016,06/12/2016,Beer Sheva,7,9,11,12,10
1,06/12/2016,06/12/2016,Bet Shean,10,9,13,12,14
2,05/12/2016,06/12/2016,Bet Shean,10,10,13,13,12
1,06/12/2016,06/12/2016,Elat,13,14,14,13,13
2,05/12/2016,06/12/2016,Elat,13,14,14,14,13
1,06/12/2016,06/12/2016,En Gedi,16,17,18,15,19
2,05/12/2016,06/12/2016,En Gedi,16,17,18,17,19
1,06/12/2016,06/12/2016,Haifa,12,12,13,12,13
2,05/12/2016,06/12/2016,Haifa,12,11,13,13,13
1,06/12/2016,06/12/2016,Jerusalem,10,10,11,9,10
2,05/12/2016,06/12/2016,Jerusalem,10,10,11,10,10
1,06/12/2016,06/12/2016,Lod,10,10,14,9,11
2,05/12/2016,06/12/2016,Lod,10,9,13,11,12
1,06/12/2016,06/12/2016,Mizpe Ramon,8,6,10,9,10
2,05/12/2016,06/12/2016,Mizpe Ramon,8,7,9,8,10
1,06/12/2016,06/12/2016,Nazareth,11,9,11,8,11
2,05/12/2016,06/12/2016,Nazareth,11,9,10,9,11
1,06/12/2016,06/12/2016,Qazrin,9,9,11,8,11
2,05/12/2016,06/12/2016,Qazrin,9,9,10,10,11
1,06/12/2016,06/12/2016,Tel Aviv,11,10,13,10,11
2,05/12/2016,06/12/2016,Tel Aviv,11,10,13,11,12
1,06/12/2016,06/12/2016,Tiberias,13,10,13,13,11
2,05/12/2016,06/12/2016,Tiberias,13,11,14,12,11
1,06/12/2016,06/12/2016,Zefat,8,8,9,9,11
2,05/12/2016,06/12/2016,Zefat,8,9,9,8,11
1,07/12/2016,07/12/2016,Afula,9,10,12,10,11
2,06/12/2016,07/12/2016,Afula,9,9,12,9,12
1,07/12/2016,07/12/2016,Ashdod,14,15,14,12,13
2,06/12/2016,07/12/2016,Ashdod,14,15,14,13,14
1,07/12/2016,07/12/2016,Beer Sheva,8,10,11,12,11
2,06/12/2016,07/12/2016,Beer Sheva,8,9,11,12,10
1,07/12/2016,07/12/2016,Bet Shean,10,11,12,11,13
2,06/12/2016,07/12/2016,Bet Shean,10,9,13,11,11
1,07/12/2016,07/12/2016,Elat,14,14,13,11,12
2,06/12/2016,07/12/2016,Elat,14,14,13,11,12
1,07/12/2016,07/12/2016,En Gedi,19,17,18,14,19
2,06/12/2016,07/12/2016,En Gedi,19,17,18,13,19
1,07/12/2016,07/12/2016,Haifa,12,12,13,12,12
2,06/12/2016,07/12/2016,Haifa,12,12,13,13,12
1,07/12/2016,07/12/2016,Jerusalem,10,9,11,9,10
2,06/12/2016,07/12/2016,Jerusalem,10,7,11,9,10
1,07/12/2016,07/12/2016,Lod,10,11,13,9,10
2,06/12/2016,07/12/2016,Lod,10,11,13,9,11
1,07/12/2016,07/12/2016,Mizpe Ramon,9,6,10,9,10
2,06/12/2016,07/12/2016,Mizpe Ramon,9,7,10,8,10
1,07/12/2016,07/12/2016,Nazareth,9,10,11,9,11
2,06/12/2016,07/12/2016,Nazareth,9,9,11,10,11
1,07/12/2016,07/12/2016,Qazrin,10,10,11,8,9
2,06/12/2016,07/12/2016,Qazrin,10,9,10,8,9
1,07/12/2016,07/12/2016,Tel Aviv,13,11,13,9,10
2,06/12/2016,07/12/2016,Tel Aviv,13,11,13,9,11
1,07/12/2016,07/12/2016,Tiberias,12,11,13,14,11
2,06/12/2016,07/12/2016,Tiberias,12,11,12,11,11
1,07/12/2016,07/12/2016,Zefat,8,8,11,8,9
2,06/12/2016,07/12/2016,Zefat,8,9,11,9,9
1,08/12/2016,08/12/2016,Afula,5,7,8,5,9
2,07/12/2016,08/12/2016,Afula,5,7,9,7,9
1,08/12/2016,08/12/2016,Ashdod,12,13,10,10,10
2,07/12/2016,08/12/2016,Ashdod,12,13,10,11,11
1,08/12/2016,08/12/2016,Beer Sheva,6,5,8,9,7
2,07/12/2016,08/12/2016,Beer Sheva,6,6,8,11,7
1,08/12/2016,08/12/2016,Bet Shean,9,8,9,9,8
2,07/12/2016,08/12/2016,Bet Shean,9,7,10,11,9
1,08/12/2016,08/12/2016,Elat,13,12,12,11,12
2,07/12/2016,08/12/2016,Elat,13,13,12,13,12
1,08/12/2016,08/12/2016,En Gedi,16,15,15,13,16
2,07/12/2016,08/12/2016,En Gedi,16,15,15,14,17
1,08/12/2016,08/12/2016,Haifa,12,9,9,9,9
2,07/12/2016,08/12/2016,Haifa,12,8,9,9,9
1,08/12/2016,08/12/2016,Jerusalem,10,5,7,6,7
2,07/12/2016,08/12/2016,Jerusalem,10,5,7,7,7
1,08/12/2016,08/12/2016,Lod,9,6,9,6,8
2,07/12/2016,08/12/2016,Lod,9,7,9,8,9
1,08/12/2016,08/12/2016,Mizpe Ramon,8,5,7,7,8
2,07/12/2016,08/12/2016,Mizpe Ramon,8,5,7,7,9
1,08/12/2016,08/12/2016,Nazareth,11,6,6,7,7
2,07/12/2016,08/12/2016,Nazareth,11,5,7,7,8
1,08/12/2016,08/12/2016,Qazrin,7,7,7,6,8
2,07/12/2016,08/12/2016,Qazrin,7,7,7,7,8
1,08/12/2016,08/12/2016,Tel Aviv,11,8,8,7,10
2,07/12/2016,08/12/2016,Tel Aviv,11,7,8,8,9
1,08/12/2016,08/12/2016,Tiberias,11,8,10,11,7
2,07/12/2016,08/12/2016,Tiberias,11,9,9,11,8
1,08/12/2016,08/12/2016,Zefat,8,5,6,5,8
2,07/12/2016,08/12/2016,Zefat,8,6,6,5,8
1,09/12/2016,09/12/2016,Afula,2,6,8,7,7
2,08/12/2016,09/12/2016,Afula,2,6,8,7,7
1,09/12/2016,09/12/2016,Ashdod,11,12,11,11,10
2,08/12/2016,09/12/2016,Ashdod,11,13,11,11,10
1,09/12/2016,09/12/2016,Beer Sheva,6,5,7,8,6
2,08/12/2016,09/12/2016,Beer Sheva,6,6,8,8,6
1,09/12/2016,09/12/2016,Bet Shean,7,6,8,8,7
2,08/12/2016,09/12/2016,Bet Shean,7,5,8,8,7
1,09/12/2016,09/12/2016,Elat,12,11,11,9,9
2,08/12/2016,09/12/2016,Elat,12,11,10,10,10
1,09/12/2016,09/12/2016,En Gedi,15,15,14,12,16
2,08/12/2016,09/12/2016,En Gedi,15,15,14,11,16
1,09/12/2016,09/12/2016,Haifa,9,8,9,11,12
2,08/12/2016,09/12/2016,Haifa,9,8,9,10,8
1,09/12/2016,09/12/2016,Jerusalem,6,5,6,6,6
2,08/12/2016,09/12/2016,Jerusalem,6,4,6,6,7
1,09/12/2016,09/12/2016,Lod,9,6,9,9,7
2,08/12/2016,09/12/2016,Lod,9,7,9,9,6
1,09/12/2016,09/12/2016,Mizpe Ramon,6,4,6,7,6
2,08/12/2016,09/12/2016,Mizpe Ramon,6,2,6,7,6
1,09/12/2016,09/12/2016,Nazareth,7,5,8,6,7
2,08/12/2016,09/12/2016,Nazareth,7,4,8,7,6
1,09/12/2016,09/12/2016,Qazrin,6,5,6,6,5
2,08/12/2016,09/12/2016,Qazrin,6,6,6,6,5
1,09/12/2016,09/12/2016,Tel Aviv,10,8,9,8,10
2,08/12/2016,09/12/2016,Tel Aviv,10,8,9,8,6
1,09/12/2016,09/12/2016,Tiberias,8,8,8,13,7
2,08/12/2016,09/12/2016,Tiberias,8,8,8,10,6
1,09/12/2016,09/12/2016,Zefat,2,4,6,7,5
2,08/12/2016,09/12/2016,Zefat,2,4,7,6,5
1,10/12/2016,10/12/2016,Afula,1,9,12,11,10
2,09/12/2016,10/12/2016,Afula,1,10,11,10,10
1,10/12/2016,10/12/2016,Ashdod,9,15,13,14,13
2,09/12/2016,10/12/2016,Ashdod,9,15,13,13,13
1,10/12/2016,10/12/2016,Beer Sheva,3,9,10,10,9
2,09/12/2016,10/12/2016,Beer Sheva,3,9,9,10,8
1,10/12/2016,10/12/2016,Bet Shean,4,11,14,12,10
2,09/12/2016,10/12/2016,Bet Shean,4,11,13,10,9
1,10/12/2016,10/12/2016,Elat,11,12,11,8,9
2,09/12/2016,10/12/2016,Elat,11,12,11,8,9
1,10/12/2016,10/12/2016,En Gedi,12,15,16,13,17
2,09/12/2016,10/12/2016,En Gedi,12,15,15,12,14
1,10/12/2016,10/12/2016,Haifa,8,12,12,13,12
2,09/12/2016,10/12/2016,Haifa,8,13,12,13,11
1,10/12/2016,10/12/2016,Jerusalem,6,9,10,8,9
2,09/12/2016,10/12/2016,Jerusalem,6,8,9,8,9
1,10/12/2016,10/12/2016,Lod,6,11,13,12,11
2,09/12/2016,10/12/2016,Lod,6,11,12,12,11
1,10/12/2016,10/12/2016,Mizpe Ramon,5,6,8,7,8
2,09/12/2016,10/12/2016,Mizpe Ramon,5,6,8,7,7
1,10/12/2016,10/12/2016,Nazareth,8,9,9,9,9
2,09/12/2016,10/12/2016,Nazareth,8,9,9,9,9
1,10/12/2016,10/12/2016,Qazrin,1,9,8,8,8
2,09/12/2016,10/12/2016,Qazrin,1,8,8,8,7
1,10/12/2016,10/12/2016,Tel Aviv,7,12,13,11,13
2,09/12/2016,10/12/2016,Tel Aviv,7,12,11,11,11
1,10/12/2016,10/12/2016,Tiberias,8,11,12,14,9
2,09/12/2016,10/12/2016,Tiberias,8,12,11,11,9
1,10/12/2016,10/12/2016,Zefat,3,8,8,7,8
2,09/12/2016,10/12/2016,Zefat,3,8,8,7,7
1,11/12/2016,11/12/2016,Afula,7,9,11,10,10
2,10/12/2016,11/12/2016,Afula,7,10,11,11,10
1,11/12/2016,11/12/2016,Ashdod,13,14,14,13,13
2,10/12/2016,11/12/2016,Ashdod,13,14,13,13,12
1,11/12/2016,11/12/2016,Beer Sheva,7,7,10,12,9
2,10/12/2016,11/12/2016,Beer Sheva,7,8,10,11,9
1,11/12/2016,11/12/2016,Bet Shean,11,9,10,11,9
2,10/12/2016,11/12/2016,Bet Shean,11,9,10,12,10
1,11/12/2016,11/12/2016,Elat,9,12,12,10,10
2,10/12/2016,11/12/2016,Elat,9,12,12,11,10
1,11/12/2016,11/12/2016,En Gedi,12,15,17,14,18
2,10/12/2016,11/12/2016,En Gedi,12,16,15,13,14
1,11/12/2016,11/12/2016,Haifa,13,12,12,13,14
2,10/12/2016,11/12/2016,Haifa,13,12,12,13,11
1,11/12/2016,11/12/2016,Jerusalem,8,8,9,8,9
2,10/12/2016,11/12/2016,Jerusalem,8,8,9,8,9
1,11/12/2016,11/12/2016,Lod,12,9,13,12,11
2,10/12/2016,11/12/2016,Lod,12,9,12,12,11
1,11/12/2016,11/12/2016,Mizpe Ramon,4,7,8,7,8
2,10/12/2016,11/12/2016,Mizpe Ramon,4,7,7,8,8
1,11/12/2016,11/12/2016,Nazareth,10,10,10,10,10
2,10/12/2016,11/12/2016,Nazareth,10,10,10,11,9
1,11/12/2016,11/12/2016,Qazrin,6,7,9,9,8
2,10/12/2016,11/12/2016,Qazrin,6,7,9,9,9
1,11/12/2016,11/12/2016,Tel Aviv,13,10,13,12,12
2,10/12/2016,11/12/2016,Tel Aviv,13,10,12,12,12
1,11/12/2016,11/12/2016,Tiberias,11,10,10,11,10
2,10/12/2016,11/12/2016,Tiberias,11,11,11,12,9
1,11/12/2016,11/12/2016,Zefat,7,8,8,8,8
2,10/12/2016,11/12/2016,Zefat,7,8,9,8,9
1,12/12/2016,12/12/2016,Afula,9,11,13,14,12
2,11/12/2016,12/12/2016,Afula,9,11,13,12,13
1,12/12/2016,12/12/2016,Ashdod,13,14,13,14,15
2,11/12/2016,12/12/2016,Ashdod,13,16,12,13,15
1,12/12/2016,12/12/2016,Beer Sheva,6,9,9,10,11
2,11/12/2016,12/12/2016,Beer Sheva,6,10,9,11,10
1,12/12/2016,12/12/2016,Bet Shean,8,11,13,14,11
2,11/12/2016,12/12/2016,Bet Shean,8,11,14,14,11
1,12/12/2016,12/12/2016,Elat,10,11,11,10,10
2,11/12/2016,12/12/2016,Elat,10,12,11,10,11
1,12/12/2016,12/12/2016,En Gedi,15,16,15,15,17
2,11/12/2016,12/12/2016,En Gedi,15,16,14,14,16
1,12/12/2016,12/12/2016,Haifa,13,13,13,12,14
2,11/12/2016,12/12/2016,Haifa,13,13,13,12,15
1,12/12/2016,12/12/2016,Jerusalem,9,9,9,9,10
2,11/12/2016,12/12/2016,Jerusalem,9,10,10,9,10
1,12/12/2016,12/12/2016,Lod,13,12,13,13,12
2,11/12/2016,12/12/2016,Lod,13,12,13,13,13
1,12/12/2016,12/12/2016,Mizpe Ramon,5,8,8,8,9
2,11/12/2016,12/12/2016,Mizpe Ramon,5,7,8,8,9
1,12/12/2016,12/12/2016,Nazareth,10,11,11,12,10
2,11/12/2016,12/12/2016,Nazareth,10,11,11,12,11
1,12/12/2016,12/12/2016,Qazrin,8,9,10,11,9
2,11/12/2016,12/12/2016,Qazrin,8,9,10,10,8
1,12/12/2016,12/12/2016,Tel Aviv,12,12,13,13,13
2,11/12/2016,12/12/2016,Tel Aviv,12,13,13,12,13
1,12/12/2016,12/12/2016,Tiberias,11,12,12,13,10
2,11/12/2016,12/12/2016,Tiberias,11,13,12,12,11
1,12/12/2016,12/12/2016,Zefat,8,9,9,8,9
2,11/12/2016,12/12/2016,Zefat,8,10,10,8,10
1,13/12/2016,13/12/2016,Afula,11,12,12,14,11
2,12/12/2016,13/12/2016,Afula,11,11,13,13,11
1,13/12/2016,13/12/2016,Ashdod,15,15,17,15,13
2,12/12/2016,13/12/2016,Ashdod,15,15,16,15,14
1,13/12/2016,13/12/2016,Beer Sheva,7,11,11,12,12
2,12/12/2016,13/12/2016,Beer Sheva,7,10,11,12,13
1,13/12/2016,13/12/2016,Bet Shean,11,13,15,16,9
2,12/12/2016,13/12/2016,Bet Shean,11,13,14,15,10
1,13/12/2016,13/12/2016,Elat,10,13,13,15,14
2,12/12/2016,13/12/2016,Elat,10,13,13,12,14
1,13/12/2016,13/12/2016,En Gedi,16,17,16,16,17
2,12/12/2016,13/12/2016,En Gedi,16,16,16,15,17
1,13/12/2016,13/12/2016,Haifa,10,14,12,12,12
2,12/12/2016,13/12/2016,Haifa,10,13,12,12,11
1,13/12/2016,13/12/2016,Jerusalem,9,11,10,9,8
2,12/12/2016,13/12/2016,Jerusalem,9,11,10,8,10
1,13/12/2016,13/12/2016,Lod,13,12,13,12,11
2,12/12/2016,13/12/2016,Lod,13,12,13,13,13
1,13/12/2016,13/12/2016,Mizpe Ramon,8,8,8,7,9
2,12/12/2016,13/12/2016,Mizpe Ramon,8,9,8,8,9
1,13/12/2016,13/12/2016,Nazareth,10,12,11,12,9
2,12/12/2016,13/12/2016,Nazareth,10,11,8,11,9
1,13/12/2016,13/12/2016,Qazrin,10,8,9,9,8
2,12/12/2016,13/12/2016,Qazrin,10,10,9,9,9
1,13/12/2016,13/12/2016,Tel Aviv,13,13,15,15,11
2,12/12/2016,13/12/2016,Tel Aviv,13,14,15,14,12
1,13/12/2016,13/12/2016,Tiberias,13,13,13,12,9
2,12/12/2016,13/12/2016,Tiberias,13,13,13,13,9
1,13/12/2016,13/12/2016,Zefat,7,10,9,7,8
2,12/12/2016,13/12/2016,Zefat,7,11,9,6,8
1,14/12/2016,14/12/2016,Afula,13,6,8,7.33,8
2,13/12/2016,14/12/2016,Afula,13,6,8,8,8
1,14/12/2016,14/12/2016,Ashdod,15,14,13,13,12
2,13/12/2016,14/12/2016,Ashdod,15,14,14,14,12
1,14/12/2016,14/12/2016,Beer Sheva,11,8,8,7.67,7
2,13/12/2016,14/12/2016,Beer Sheva,11,8,9,7,8
1,14/12/2016,14/12/2016,Bet Shean,14,7,10,8,7
2,13/12/2016,14/12/2016,Bet Shean,14,7,10,9,7
1,14/12/2016,14/12/2016,Elat,15,10,10,9.67,9
2,13/12/2016,14/12/2016,Elat,15,9,10,10,9
1,14/12/2016,14/12/2016,En Gedi,18,14,13,13.33,13
2,13/12/2016,14/12/2016,En Gedi,18,14,13,11,12
1,14/12/2016,14/12/2016,Haifa,12,9,10,10,11
2,13/12/2016,14/12/2016,Haifa,12,8,10,7,7
1,14/12/2016,14/12/2016,Jerusalem,8,7,6,6,5
2,13/12/2016,14/12/2016,Jerusalem,8,6,6,6,5
1,14/12/2016,14/12/2016,Lod,13,6,8,7.67,9
2,13/12/2016,14/12/2016,Lod,13,6,9,10,8
1,14/12/2016,14/12/2016,Mizpe Ramon,8,5,6,5.33,5
2,13/12/2016,14/12/2016,Mizpe Ramon,8,5,6,4,5
1,14/12/2016,14/12/2016,Nazareth,9,5,8,6,5
2,13/12/2016,14/12/2016,Nazareth,9,5,6,6,5
1,14/12/2016,14/12/2016,Qazrin,9,4,5,4.67,5
2,13/12/2016,14/12/2016,Qazrin,9,4,5,4,5
1,14/12/2016,14/12/2016,Tel Aviv,14,8,10,9,9
2,13/12/2016,14/12/2016,Tel Aviv,14,12,9,10,9
1,14/12/2016,14/12/2016,Tiberias,13,8,8,7,5
2,13/12/2016,14/12/2016,Tiberias,13,8,8,7,5
1,14/12/2016,14/12/2016,Zefat,5,4,6,5,5
2,13/12/2016,14/12/2016,Zefat,5,4,6,2,5
1,15/12/2016,15/12/2016,Afula,6,8,10,10,10
2,14/12/2016,15/12/2016,Afula,6,8,11,10,11
1,15/12/2016,15/12/2016,Ashdod,14,14,12,12,13
2,14/12/2016,15/12/2016,Ashdod,14,14,13,12,13
1,15/12/2016,15/12/2016,Beer Sheva,8,9,10,9,8
2,14/12/2016,15/12/2016,Beer Sheva,8,8,9,9,9
1,15/12/2016,15/12/2016,Bet Shean,7,9,12,12,10
2,14/12/2016,15/12/2016,Bet Shean,7,9,13,11,9
1,15/12/2016,15/12/2016,Elat,10,5,9,8,8
2,14/12/2016,15/12/2016,Elat,10,10,9,9,8
1,15/12/2016,15/12/2016,En Gedi,14,15,15,13,13
2,14/12/2016,15/12/2016,En Gedi,14,14,14,13,14
1,15/12/2016,15/12/2016,Haifa,7,11,11,9,12
2,14/12/2016,15/12/2016,Haifa,7,11,12,10,10
1,15/12/2016,15/12/2016,Jerusalem,4,9,7,7,8
2,14/12/2016,15/12/2016,Jerusalem,4,8,8,7,8
1,15/12/2016,15/12/2016,Lod,10,10,12,10,10
2,14/12/2016,15/12/2016,Lod,10,10,11,11,11
1,15/12/2016,15/12/2016,Mizpe Ramon,5,4,5,5,5
2,14/12/2016,15/12/2016,Mizpe Ramon,5,5,6,6,5
1,15/12/2016,15/12/2016,Nazareth,6,7,9,9,8
2,14/12/2016,15/12/2016,Nazareth,6,8,8,8,8
1,15/12/2016,15/12/2016,Qazrin,6,6,7,7,7
2,14/12/2016,15/12/2016,Qazrin,6,7,7,7,7
1,15/12/2016,15/12/2016,Tel Aviv,8,11,11,10,13
2,14/12/2016,15/12/2016,Tel Aviv,12,12,11,10,11
1,15/12/2016,15/12/2016,Tiberias,10,9,11,10,8
2,14/12/2016,15/12/2016,Tiberias,10,10,9,10,8
1,15/12/2016,15/12/2016,Zefat,2,7,7,5,7
2,14/12/2016,15/12/2016,Zefat,2,6,7,5,7
1,16/12/2016,16/12/2016,Afula,9,10,10,11,10
2,15/12/2016,16/12/2016,Afula,9,9,12,12,11
1,16/12/2016,16/12/2016,Ashdod,13,13,13,11,13
2,15/12/2016,16/12/2016,Ashdod,13,14,11,13,14
1,16/12/2016,16/12/2016,Beer Sheva,8,7,9,8,8
2,15/12/2016,16/12/2016,Beer Sheva,8,8,8,10,8
1,16/12/2016,16/12/2016,Bet Shean,9,12,12,13,10
2,15/12/2016,16/12/2016,Bet Shean,9,11,13,12,10
1,16/12/2016,16/12/2016,Elat,9,7,10,8,9
2,15/12/2016,16/12/2016,Elat,9,12,10,9,9
1,16/12/2016,16/12/2016,En Gedi,15,15,16,13,14
2,15/12/2016,16/12/2016,En Gedi,15,15,14,14,14
1,16/12/2016,16/12/2016,Haifa,11,12,12,10,12
2,15/12/2016,16/12/2016,Haifa,11,10,12,12,12
1,16/12/2016,16/12/2016,Jerusalem,6,9,10,7,8
2,15/12/2016,16/12/2016,Jerusalem,6,7,9,8,8
1,16/12/2016,16/12/2016,Lod,12,11,12,11,10
2,15/12/2016,16/12/2016,Lod,12,10,12,12,11
1,16/12/2016,16/12/2016,Mizpe Ramon,3,5,8,6,7
2,15/12/2016,16/12/2016,Mizpe Ramon,3,5,8,7,7
1,16/12/2016,16/12/2016,Nazareth,8,9,9,10,9
2,15/12/2016,16/12/2016,Nazareth,8,7,9,10,9
1,16/12/2016,16/12/2016,Qazrin,8,8,9,8,8
2,15/12/2016,16/12/2016,Qazrin,8,9,10,9,9
1,16/12/2016,16/12/2016,Tel Aviv,11,12,12,10,13
2,15/12/2016,16/12/2016,Tel Aviv,11,11,11,11,11
1,16/12/2016,16/12/2016,Tiberias,11,11,12,11,9
2,15/12/2016,16/12/2016,Tiberias,11,12,12,12,9
1,16/12/2016,16/12/2016,Zefat,5,9,9,6,8
2,15/12/2016,16/12/2016,Zefat,5,7,9,7,9
1,17/12/2016,17/12/2016,Afula,10,9,11,10,9
2,16/12/2016,17/12/2016,Afula,10,9,10,11,9
1,17/12/2016,17/12/2016,Ashdod,13,14,13,13,12
2,16/12/2016,17/12/2016,Ashdod,13,14,14,13,13
1,17/12/2016,17/12/2016,Beer Sheva,9,8,9,11,8
2,16/12/2016,17/12/2016,Beer Sheva,9,8,9,10,9
1,17/12/2016,17/12/2016,Bet Shean,10,9,13,11,9
2,16/12/2016,17/12/2016,Bet Shean,10,8,10,12,9
1,17/12/2016,17/12/2016,Elat,9,8,11,8,10
